file_name;solver;size;initial_value;final_value;elapsed_time;imp_value;instance_num;num_workers
dvnd_n4w4in6_54.out;dvnd;100;8670796;1001325;2.63263702393;8.65932239782;6;4
dvnd_n4w4in15_77.out;dvnd;124;5587613;3105366;1.26496100426;1.79934120487;15;4
dvnd_n4w4in2_61.out;dvnd;70;112766;20303;1.73575305939;5.55415455844;2;4
dvnd_n4w4in4_4.out;dvnd;76;4247736;3432651;1.66265082359;1.23745058848;4;4
dvnd_n4w4in13_63.out;dvnd;105;1633632;585823;2.21597290039;2.78861021162;13;4
dvnd_n4w4in41_3.out;dvnd;501;33439101;1974181;9.25003600121;16.9382143785;41;4
dvnd_n4w4in5_89.out;dvnd;99;92473;56770;1.35757613182;1.62890611238;5;4
dvnd_n4w4in6_73.out;dvnd;100;8670796;972528;3.87972593307;8.91572890446;6;4
dvnd_n4w4in13_91.out;dvnd;105;1633632;596638;2.81982088089;2.73806227562;13;4
dvnd_n4w4in18_58.out;dvnd;144;6292213;3829833;2.03509902954;1.64294709456;18;4
dvnd_n4w4in26_9.out;dvnd;200;36800518;2772427;5.31173205376;13.2737554496;26;4
dvnd_n4w4in3_19.out;dvnd;76;70576;18530;2.19088387489;3.8087425796;3;4
dvnd_n4w4in32_28.out;dvnd;264;9001996;5964038;3.23703694344;1.50937938357;32;4
dvnd_n4w4in10_80.out;dvnd;100;7680080;972699;3.12077093124;7.89563883586;10;4
dvnd_n4w4in3_63.out;dvnd;76;70576;17812;2.09156298637;3.9622726252;3;4
dvnd_n4w4in8_11.out;dvnd;100;8993202;977554;3.1033270359;9.19969843098;8;4
dvnd_n4w4in12_48.out;dvnd;101;111303;27034;2.01037216187;4.11714877562;12;4
dvnd_n4w4in48_5.out;dvnd;783;28536548;3377037;8.95193505287;8.45017333242;48;4
dvnd_n4w4in38_23.out;dvnd;439;39111669;19136889;3.82968401909;2.04378407588;38;4
dvnd_n4w4in0_70.out;dvnd;51;31378;10400;1.34797716141;3.01711538462;0;4
dvnd_n4w4in29_13.out;dvnd;225;830976;397623;3.63691401482;2.08985898703;29;4
dvnd_n4w4in24_16.out;dvnd;195;355421;213643;2.39538288116;1.66362108752;24;4
dvnd_n4w4in5_35.out;dvnd;99;92473;56729;1.71978998184;1.63008337887;5;4
dvnd_n4w4in20_90.out;dvnd;150;20304704;1833117;4.36794090271;11.0766001297;20;4
dvnd_n4w4in50_21.out;dvnd;1002;140411101;125794288;6.47376918793;1.11619615829;50;4
dvnd_n4w4in24_13.out;dvnd;195;355421;213838;2.355656147;1.66210402267;24;4
dvnd_n4w4in25_1.out;dvnd;198;1735156;1200658;2.4980931282;1.44517089796;25;4
dvnd_n4w4in42_12.out;dvnd;574;11685944;9932498;3.68306088448;1.17653625503;42;4
dvnd_n4w4in46_12.out;dvnd;724;58705213;14371962;10.6752409935;4.08470416217;46;4
dvnd_n4w4in0_18.out;dvnd;51;31378;9525;1.5881459713;3.29427821522;0;4
dvnd_n4w4in10_4.out;dvnd;100;7680080;966047;2.42806005478;7.95000657318;10;4
dvnd_n4w4in8_62.out;dvnd;100;8993202;957856;2.84650993347;9.38888726489;8;4
dvnd_n4w4in3_54.out;dvnd;76;70576;18222;2.23159384727;3.87312040391;3;4
dvnd_n4w4in4_87.out;dvnd;76;4247736;3488486;1.47131109238;1.21764455985;4;4
dvnd_n4w4in15_17.out;dvnd;124;5587613;3414295;1.64023709297;1.63653492156;15;4
dvnd_n4w4in46_1.out;dvnd;724;58705213;14312572;10.6029889584;4.1016536371;46;4
dvnd_n4w4in11_74.out;dvnd;100;9554316;971448;3.1153318882;9.83512859155;11;4
dvnd_n4w4in8_71.out;dvnd;100;8993202;952668;2.87045502663;9.44001687891;8;4
dvnd_n4w4in7_0.out;dvnd;100;2560752;341357;2.95046305656;7.50168298878;7;4
dvnd_n4w4in4_11.out;dvnd;76;4247736;3322847;1.27494692802;1.27834233716;4;4
dvnd_n4w4in15_44.out;dvnd;124;5587613;3164088;1.77414512634;1.76594740728;15;4
dvnd_n4w4in9_40.out;dvnd;100;9661842;977932;3.2980761528;9.87987099308;9;4
dvnd_n4w4in12_91.out;dvnd;101;111303;26427;2.93297195435;4.21171529118;12;4
dvnd_n4w4in20_4.out;dvnd;150;20304704;1820322;4.34167695045;11.1544572883;20;4
dvnd_n4w4in3_90.out;dvnd;76;70576;18637;1.56960105896;3.7868755701;3;4
dvnd_n4w4in6_90.out;dvnd;100;8670796;1058753;2.78245282173;8.18963063151;6;4
dvnd_n4w4in24_23.out;dvnd;195;355421;215369;1.66280508041;1.65028857449;24;4
dvnd_n4w4in42_6.out;dvnd;574;11685944;9780731;4.58978199959;1.19479249557;42;4
dvnd_n4w4in45_25.out;dvnd;657;83873134;15116525;8.61336684227;5.54844013422;45;4
dvnd_n4w4in14_75.out;dvnd;107;2783881;1991464;1.23862099648;1.39790676608;14;4
dvnd_n4w4in14_13.out;dvnd;107;2783881;2019317;0.945363044739;1.37862504996;14;4
dvnd_n4w4in49_4.out;dvnd;1001;134792339;5588894;17.5643069744;24.1178914826;49;4
dvnd_n4w4in4_12.out;dvnd;76;4247736;3405617;0.973675966263;1.24727354838;4;4
dvnd_n4w4in4_24.out;dvnd;76;4247736;3356360;1.2107758522;1.26557818589;4;4
dvnd_n4w4in5_13.out;dvnd;99;92473;57642;1.8496119976;1.60426425176;5;4
dvnd_n4w4in19_9.out;dvnd;150;3868030;452016;3.76428389549;8.55728558281;19;4
dvnd_n4w4in18_86.out;dvnd;144;6292213;3829458;1.18752408028;1.64310798029;18;4
dvnd_n4w4in28_4.out;dvnd;225;26142000;13394270;1.65462899208;1.95173010549;28;4
dvnd_n4w4in7_70.out;dvnd;100;2560752;331364;2.56279420853;7.72791250709;7;4
dvnd_n4w4in8_58.out;dvnd;100;8993202;955013;2.81597685814;9.41683725771;8;4
dvnd_n4w4in44_29.out;dvnd;654;29051701;7823385;5.68623113632;3.71344386094;44;4
dvnd_n4w4in3_16.out;dvnd;76;70576;18466;2.04534196854;3.82194303043;3;4
dvnd_n4w4in6_67.out;dvnd;100;8670796;979415;3.44083023071;8.85303574072;6;4
dvnd_n4w4in0_38.out;dvnd;51;31378;10052;1.55700588226;3.12156784719;0;4
dvnd_n4w4in19_71.out;dvnd;150;3868030;469230;3.36008691788;8.24335613665;19;4
dvnd_n4w4in14_81.out;dvnd;107;2783881;2000055;1.71815085411;1.39190222269;14;4
dvnd_n4w4in20_49.out;dvnd;150;20304704;1822189;4.05991101265;11.1430285223;20;4
dvnd_n4w4in18_52.out;dvnd;144;6292213;4172903;1.73236894608;1.50787425445;18;4
dvnd_n4w4in40_7.out;dvnd;493;28640835;7144640;5.35240101814;4.00871632441;40;4
dvnd_n4w4in16_14.out;dvnd;130;3015132;351337;3.26824998856;8.58188007526;16;4
dvnd_n4w4in8_67.out;dvnd;100;8993202;962438;2.67622518539;9.34418840486;8;4
dvnd_n4w4in14_61.out;dvnd;107;2783881;2006999;1.19327402115;1.38708639117;14;4
dvnd_n4w4in9_98.out;dvnd;100;9661842;1031597;3.01676392555;9.36590742315;9;4
dvnd_n4w4in13_20.out;dvnd;105;1633632;625729;2.4773311615;2.61076600253;13;4
dvnd_n4w4in29_18.out;dvnd;225;830976;398752;3.36439585686;2.08394189872;29;4
dvnd_n4w4in21_27.out;dvnd;150;21691706;1828677;4.08002090454;11.8619668755;21;4
dvnd_n4w4in1_21.out;dvnd;52;558778;138463;1.32976078987;4.03557629114;1;4
dvnd_n4w4in12_69.out;dvnd;101;111303;26911;2.2374420166;4.13596670506;12;4
dvnd_n4w4in20_30.out;dvnd;150;20304704;1887625;3.818557024;10.7567467055;20;4
dvnd_n4w4in4_92.out;dvnd;76;4247736;3431005;0.72626709938;1.23804424651;4;4
dvnd_n4w4in7_17.out;dvnd;100;2560752;344320;3.15873789787;7.43712825279;7;4
dvnd_n4w4in13_85.out;dvnd;105;1633632;591710;1.91279697418;2.76086596475;13;4
dvnd_n4w4in46_22.out;dvnd;724;58705213;14314950;8.7815310955;4.10097227025;46;4
dvnd_n4w4in12_39.out;dvnd;101;111303;27069;3.17725992203;4.11182533525;12;4
dvnd_n4w4in33_20.out;dvnd;280;392877;351461;2.32539796829;1.11783953269;33;4
dvnd_n4w4in40_25.out;dvnd;493;28640835;6970120;5.04965090752;4.10908779189;40;4
dvnd_n4w4in12_15.out;dvnd;101;111303;27622;2.54344701767;4.02950546666;12;4
dvnd_n4w4in4_99.out;dvnd;76;4247736;3437237;0.879964113235;1.23579956808;4;4
dvnd_n4w4in19_50.out;dvnd;150;3868030;470401;3.094424963;8.22283541064;19;4
dvnd_n4w4in19_59.out;dvnd;150;3868030;463808;3.95566892624;8.33972247137;19;4
dvnd_n4w4in25_5.out;dvnd;198;1735156;1195450;2.02182912827;1.45146681166;25;4
dvnd_n4w4in7_22.out;dvnd;100;2560752;350018;2.17305183411;7.3160580313;7;4
dvnd_n4w4in11_22.out;dvnd;100;9554316;968995;3.32432699203;9.86002610953;11;4
dvnd_n4w4in7_91.out;dvnd;100;2560752;331464;2.79624319077;7.72558105858;7;4
dvnd_n4w4in1_18.out;dvnd;52;558778;141470;2.07089400291;3.94979854386;1;4
dvnd_n4w4in13_72.out;dvnd;105;1633632;599480;1.61190795898;2.72508173751;13;4
dvnd_n4w4in1_54.out;dvnd;52;558778;136706;1.75516414642;4.08744312612;1;4
dvnd_n4w4in19_60.out;dvnd;150;3868030;451898;4.02257490158;8.55952006869;19;4
dvnd_n4w4in15_38.out;dvnd;124;5587613;3405870;2.05701398849;1.64058316965;15;4
dvnd_n4w4in0_9.out;dvnd;51;31378;9642;1.53909802437;3.25430408629;0;4
dvnd_n4w4in5_69.out;dvnd;99;92473;56871;1.2715408802;1.62601325808;5;4
dvnd_n4w4in1_26.out;dvnd;52;558778;140612;1.81528091431;3.9738998094;1;4
dvnd_n4w4in21_12.out;dvnd;150;21691706;1932107;4.00138998032;11.2269693138;21;4
dvnd_n4w4in29_0.out;dvnd;225;830976;398637;3.60087013245;2.08454308055;29;4
dvnd_n4w4in6_41.out;dvnd;100;8670796;974779;2.54636502266;8.89514033437;6;4
dvnd_n4w4in38_8.out;dvnd;439;39111669;18251910;3.22741103172;2.14288088206;38;4
dvnd_n4w4in5_28.out;dvnd;99;92473;56831;1.20756006241;1.62715771322;5;4
dvnd_n4w4in19_91.out;dvnd;150;3868030;470960;3.62773013115;8.21307542042;19;4
dvnd_n4w4in23_6.out;dvnd;159;3443982;3057847;1.05680990219;1.12627675616;23;4
dvnd_n4w4in3_71.out;dvnd;76;70576;17628;2.05689311028;4.0036305877;3;4
dvnd_n4w4in8_55.out;dvnd;100;8993202;947439;3.42824006081;9.4921171706;8;4
dvnd_n4w4in10_46.out;dvnd;100;7680080;966600;3.3123087883;7.94545830747;10;4
dvnd_n4w4in20_48.out;dvnd;150;20304704;1844048;3.44618606567;11.0109411469;20;4
dvnd_n4w4in18_24.out;dvnd;144;6292213;3934055;1.58791899681;1.59942171627;18;4
dvnd_n4w4in14_85.out;dvnd;107;2783881;2008422;1.5467031002;1.38610361767;14;4
dvnd_n4w4in50_9.out;dvnd;1002;140411101;124468098;6.92645716667;1.12808907066;50;4
dvnd_n4w4in13_70.out;dvnd;105;1633632;618019;1.92653918266;2.64333620811;13;4
dvnd_n4w4in12_9.out;dvnd;101;111303;27355;2.91240715981;4.06883567903;12;4
dvnd_n4w4in7_44.out;dvnd;100;2560752;340896;2.42753005028;7.51182765418;7;4
dvnd_n4w4in21_64.out;dvnd;150;21691706;1900616;3.260379076;11.4129871578;21;4
dvnd_n4w4in11_58.out;dvnd;100;9554316;971557;3.3674800396;9.83402517814;11;4
dvnd_n4w4in1_51.out;dvnd;52;558778;134550;1.76318883896;4.15293942772;1;4
dvnd_n4w4in13_55.out;dvnd;105;1633632;603678;2.13547801971;2.70613141443;13;4
dvnd_n4w4in39_16.out;dvnd;442;38630868;10665147;5.85354995728;3.6221599196;39;4
dvnd_n4w4in10_90.out;dvnd;100;7680080;964475;2.95952415466;7.96296430701;10;4
dvnd_n4w4in7_99.out;dvnd;100;2560752;341643;2.22925305367;7.49540309621;7;4
dvnd_n4w4in30_21.out;dvnd;226;13437654;7193640;1.30073714256;1.86799089195;30;4
dvnd_n4w4in14_24.out;dvnd;107;2783881;2009927;1.39677715302;1.38506572627;14;4
dvnd_n4w4in30_1.out;dvnd;226;13437654;7193640;1.30059909821;1.86799089195;30;4
dvnd_n4w4in12_88.out;dvnd;101;111303;27460;2.8029551506;4.05327749454;12;4
dvnd_n4w4in23_19.out;dvnd;159;3443982;3036334;1.04130005836;1.13425663975;23;4
dvnd_n4w4in0_12.out;dvnd;51;31378;9643;2.02467894554;3.2539666079;0;4
dvnd_n4w4in46_16.out;dvnd;724;58705213;14652389;8.10869407654;4.00652842345;46;4
dvnd_n4w4in9_21.out;dvnd;100;9661842;1000921;3.21130394936;9.65295163155;9;4
dvnd_n4w4in14_27.out;dvnd;107;2783881;2014131;1.59912180901;1.38217474434;14;4
dvnd_n4w4in10_39.out;dvnd;100;7680080;1045689;2.22127604485;7.34451639063;10;4
dvnd_n4w4in21_36.out;dvnd;150;21691706;1861956;3.37481403351;11.6499562825;21;4
dvnd_n4w4in14_68.out;dvnd;107;2783881;2016761;1.4189260006;1.38037229002;14;4
dvnd_n4w4in28_11.out;dvnd;225;26142000;13373507;2.30111503601;1.95476025847;28;4
dvnd_n4w4in0_63.out;dvnd;51;31378;9979;1.55167794228;3.14440324682;0;4
dvnd_n4w4in8_23.out;dvnd;100;8993202;962224;2.45742201805;9.34626656579;8;4
dvnd_n4w4in7_51.out;dvnd;100;2560752;341660;2.71909999847;7.49503014693;7;4
dvnd_n4w4in21_87.out;dvnd;150;21691706;1904857;3.68566203117;11.3875771252;21;4
dvnd_n4w4in7_11.out;dvnd;100;2560752;339683;2.30757498741;7.53865221398;7;4
dvnd_n4w4in20_33.out;dvnd;150;20304704;1862526;4.37684702873;10.9017023118;20;4
dvnd_n4w4in23_23.out;dvnd;159;3443982;3052267;1.52472615242;1.12833575831;23;4
dvnd_n4w4in4_45.out;dvnd;76;4247736;3431005;1.05595898628;1.23804424651;4;4
dvnd_n4w4in18_48.out;dvnd;144;6292213;3829458;1.49943590164;1.64310798029;18;4
dvnd_n4w4in0_39.out;dvnd;51;31378;9402;1.72069811821;3.33737502659;0;4
dvnd_n4w4in16_11.out;dvnd;130;3015132;358466;3.22439098358;8.4112077575;16;4
dvnd_n4w4in2_67.out;dvnd;70;112766;20058;1.83966493607;5.62199621099;2;4
dvnd_n4w4in5_32.out;dvnd;99;92473;58249;1.51604604721;1.58754656732;5;4
dvnd_n4w4in6_32.out;dvnd;100;8670796;1022621;2.37512207031;8.478992706;6;4
dvnd_n4w4in12_0.out;dvnd;101;111303;27322;3.27887487411;4.0737500915;12;4
dvnd_n4w4in14_35.out;dvnd;107;2783881;2026330;1.04598712921;1.37385371583;14;4
dvnd_n4w4in19_76.out;dvnd;150;3868030;456142;3.66195702553;8.47988126504;19;4
dvnd_n4w4in32_21.out;dvnd;264;9001996;5965258;3.60739994049;1.50907068898;32;4
dvnd_n4w4in3_77.out;dvnd;76;70576;17750;2.14999914169;3.97611267606;3;4
dvnd_n4w4in3_98.out;dvnd;76;70576;18373;2.39828395844;3.84128884777;3;4
dvnd_n4w4in15_42.out;dvnd;124;5587613;3391839;1.71065402031;1.64736976018;15;4
dvnd_n4w4in21_6.out;dvnd;150;21691706;1886170;4.351801157;11.5003981614;21;4
dvnd_n4w4in14_88.out;dvnd;107;2783881;2021777;1.01340794563;1.37694760599;14;4
dvnd_n4w4in50_24.out;dvnd;1002;140411101;127158620;5.19090199471;1.10422007568;50;4
dvnd_n4w4in2_54.out;dvnd;70;112766;20216;2.42726397514;5.57805698457;2;4
dvnd_n4w4in15_72.out;dvnd;124;5587613;3405870;1.93470597267;1.64058316965;15;4
dvnd_n4w4in0_49.out;dvnd;51;31378;9551;1.39650297165;3.2853104387;0;4
dvnd_n4w4in28_22.out;dvnd;225;26142000;13369358;2.5115480423;1.95536689196;28;4
dvnd_n4w4in7_78.out;dvnd;100;2560752;332969;3.07822108269;7.69066189345;7;4
dvnd_n4w4in0_71.out;dvnd;51;31378;9503;2.2648961544;3.30190466169;0;4
dvnd_n4w4in8_82.out;dvnd;100;8993202;957632;3.30281400681;9.39108342244;8;4
dvnd_n4w4in21_32.out;dvnd;150;21691706;1882804;3.80402612686;11.5209581029;21;4
dvnd_n4w4in19_94.out;dvnd;150;3868030;451593;4.48758912086;8.56530105648;19;4
dvnd_n4w4in5_23.out;dvnd;99;92473;56743;2.04089403152;1.62968119416;5;4
dvnd_n4w4in24_11.out;dvnd;195;355421;212902;2.23275113106;1.66941127843;24;4
dvnd_n4w4in44_14.out;dvnd;654;29051701;7847506;5.95209908485;3.70202979138;44;4
dvnd_n4w4in14_45.out;dvnd;107;2783881;2005857;1.41889286041;1.38787610483;14;4
dvnd_n4w4in45_13.out;dvnd;657;83873134;14986952;7.9279820919;5.59641039752;45;4
dvnd_n4w4in4_67.out;dvnd;76;4247736;3431005;1.43819880486;1.23804424651;4;4
dvnd_n4w4in24_21.out;dvnd;195;355421;216550;2.16186308861;1.64128838605;24;4
dvnd_n4w4in9_89.out;dvnd;100;9661842;977401;2.82844591141;9.88523850497;9;4
dvnd_n4w4in2_39.out;dvnd;70;112766;20115;1.83455491066;5.60606512553;2;4
dvnd_n4w4in1_95.out;dvnd;52;558778;139317;1.61202788353;4.01083859113;1;4
dvnd_n4w4in3_78.out;dvnd;76;70576;17775;2.7975859642;3.97052039381;3;4
dvnd_n4w4in14_51.out;dvnd;107;2783881;2009140;1.95140886307;1.38560827021;14;4
dvnd_n4w4in25_26.out;dvnd;198;1735156;1205616;2.18771910667;1.43922774748;25;4
dvnd_n4w4in1_47.out;dvnd;52;558778;134550;1.53398108482;4.15293942772;1;4
dvnd_n4w4in31_14.out;dvnd;262;3322761;2428760;1.98773288727;1.36808947776;31;4
dvnd_n4w4in20_15.out;dvnd;150;20304704;1780076;4.78397893906;11.4066500531;20;4
dvnd_n4w4in10_44.out;dvnd;100;7680080;1000231;2.58578205109;7.67830631124;10;4
dvnd_n4w4in5_84.out;dvnd;99;92473;57053;1.37592196465;1.62082624928;5;4
dvnd_n4w4in11_82.out;dvnd;100;9554316;970676;2.97242712975;9.84295068591;11;4
dvnd_n4w4in1_28.out;dvnd;52;558778;138092;1.68633508682;4.04641832981;1;4
dvnd_n4w4in26_20.out;dvnd;200;36800518;2765371;5.468501091;13.307624185;26;4
dvnd_n4w4in45_15.out;dvnd;657;83873134;15067522;8.56856894493;5.56648492035;45;4
dvnd_n4w4in46_13.out;dvnd;724;58705213;14680005;9.25569009781;3.99899134912;46;4
dvnd_n4w4in34_0.out;dvnd;299;11463442;6937106;3.63521504402;1.6524818851;34;4
dvnd_n4w4in18_80.out;dvnd;144;6292213;4193284;2.07584190369;1.50054539592;18;4
dvnd_n4w4in3_25.out;dvnd;76;70576;17643;2.28384804726;4.00022671881;3;4
dvnd_n4w4in20_82.out;dvnd;150;20304704;1898847;3.58777785301;10.6931753849;20;4
dvnd_n4w4in6_97.out;dvnd;100;8670796;1021163;2.50451207161;8.49109887452;6;4
dvnd_n4w4in10_96.out;dvnd;100;7680080;1028788;2.97799897194;7.46517261088;10;4
dvnd_n4w4in20_99.out;dvnd;150;20304704;1777576;3.89369511604;11.4226924756;20;4
dvnd_n4w4in26_27.out;dvnd;200;36800518;2786831;4.64532113075;13.2051487873;26;4
dvnd_n4w4in18_8.out;dvnd;144;6292213;4227893;1.30374503136;1.48826212016;18;4
dvnd_n4w4in9_76.out;dvnd;100;9661842;1008215;3.46649813652;9.58311669634;9;4
dvnd_n4w4in14_29.out;dvnd;107;2783881;2029162;1.56610298157;1.37193629686;14;4
dvnd_n4w4in19_21.out;dvnd;150;3868030;467156;4.01958417892;8.27995359152;19;4
dvnd_n4w4in44_20.out;dvnd;654;29051701;7825299;6.10852789879;3.7125355849;44;4
dvnd_n4w4in18_29.out;dvnd;144;6292213;3829398;1.92141294479;1.64313372494;18;4
dvnd_n4w4in10_12.out;dvnd;100;7680080;999822;3.29591298103;7.68144729762;10;4
dvnd_n4w4in24_6.out;dvnd;195;355421;218374;1.79139590263;1.62757929057;24;4
dvnd_n4w4in33_19.out;dvnd;280;392877;351522;1.83212804794;1.11764555277;33;4
dvnd_n4w4in28_16.out;dvnd;225;26142000;13305830;1.77412986755;1.96470269047;28;4
dvnd_n4w4in11_11.out;dvnd;100;9554316;968238;3.48264312744;9.86773499904;11;4
dvnd_n4w4in5_0.out;dvnd;99;92473;56394;1.91439390182;1.63976664184;5;4
dvnd_n4w4in4_28.out;dvnd;76;4247736;3431005;1.69361305237;1.23804424651;4;4
dvnd_n4w4in29_12.out;dvnd;225;830976;400063;3.1406018734;2.07711285473;29;4
dvnd_n4w4in14_22.out;dvnd;107;2783881;2019148;1.73498487473;1.37874043904;14;4
dvnd_n4w4in0_73.out;dvnd;51;31378;9523;1.46014595032;3.29497007246;0;4
dvnd_n4w4in0_22.out;dvnd;51;31378;9907;2.2073700428;3.16725547593;0;4
dvnd_n4w4in9_79.out;dvnd;100;9661842;1006413;2.93950104713;9.60027543364;9;4
dvnd_n4w4in13_86.out;dvnd;105;1633632;592021;2.05101299286;2.75941562884;13;4
dvnd_n4w4in18_57.out;dvnd;144;6292213;4150997;1.3361852169;1.51583173874;18;4
dvnd_n4w4in19_77.out;dvnd;150;3868030;455503;4.13420701027;8.4917772221;19;4
dvnd_n4w4in38_17.out;dvnd;439;39111669;18333766;3.41694116592;2.13331341744;38;4
dvnd_n4w4in0_59.out;dvnd;51;31378;10142;1.43620491028;3.09386708736;0;4
dvnd_n4w4in1_52.out;dvnd;52;558778;150527;1.2798678875;3.71214466508;1;4
dvnd_n4w4in1_17.out;dvnd;52;558778;140654;1.36437392235;3.9727131827;1;4
dvnd_n4w4in12_92.out;dvnd;101;111303;26666;2.27283787727;4.17396684917;12;4
dvnd_n4w4in0_90.out;dvnd;51;31378;9843;1.52649903297;3.18784923296;0;4
dvnd_n4w4in9_43.out;dvnd;100;9661842;973947;3.07474994659;9.92029545756;9;4
dvnd_n4w4in3_65.out;dvnd;76;70576;17625;2.83164405823;4.00431205674;3;4
dvnd_n4w4in11_31.out;dvnd;100;9554316;977173;3.67209887505;9.77750715585;11;4
dvnd_n4w4in49_28.out;dvnd;1001;134792339;5510965;18.1770350933;24.4589357762;49;4
dvnd_n4w4in22_17.out;dvnd;152;12011325;4992088;2.45498204231;2.40607236892;22;4
dvnd_n4w4in7_8.out;dvnd;100;2560752;338333;3.06581306458;7.56873258003;7;4
dvnd_n4w4in9_95.out;dvnd;100;9661842;1037556;2.89632296562;9.3121161653;9;4
dvnd_n4w4in5_80.out;dvnd;99;92473;58355;1.65410900116;1.58466283952;5;4
dvnd_n4w4in21_65.out;dvnd;150;21691706;1887872;3.52575397491;11.4900300444;21;4
dvnd_n4w4in6_86.out;dvnd;100;8670796;1027237;2.63023591042;8.44089143985;6;4
dvnd_n4w4in7_41.out;dvnd;100;2560752;344137;2.54359579086;7.44108305704;7;4
dvnd_n4w4in4_77.out;dvnd;76;4247736;3423180;1.26621723175;1.2408742748;4;4
dvnd_n4w4in31_15.out;dvnd;262;3322761;2356683;1.42868494987;1.40993124659;31;4
dvnd_n4w4in44_18.out;dvnd;654;29051701;7845192;5.67021298409;3.70312173367;44;4
dvnd_n4w4in49_10.out;dvnd;1001;134792339;5562143;17.4887218475;24.2338859321;49;4
dvnd_n4w4in43_11.out;dvnd;575;3518591;1918615;5.22619605064;1.83392238672;43;4
dvnd_n4w4in13_43.out;dvnd;105;1633632;605398;2.37784790993;2.69844300774;13;4
dvnd_n4w4in3_91.out;dvnd;76;70576;18366;2.58991885185;3.84275291299;3;4
dvnd_n4w4in7_39.out;dvnd;100;2560752;342158;3.4702270031;7.48412137083;7;4
dvnd_n4w4in8_56.out;dvnd;100;8993202;939159;3.13932085037;9.5758034582;8;4
dvnd_n4w4in21_62.out;dvnd;150;21691706;1845186;3.78344702721;11.7558370809;21;4
dvnd_n4w4in6_64.out;dvnd;100;8670796;1006849;3.55827212334;8.61181368805;6;4
dvnd_n4w4in43_16.out;dvnd;575;3518591;1919542;5.42528486252;1.8330367348;43;4
dvnd_n4w4in5_63.out;dvnd;99;92473;56793;1.37509012222;1.62824643882;5;4
dvnd_n4w4in14_47.out;dvnd;107;2783881;2019148;1.7406539917;1.37874043904;14;4
dvnd_n4w4in2_0.out;dvnd;70;112766;20051;2.29938411713;5.62395890479;2;4
dvnd_n4w4in8_33.out;dvnd;100;8993202;1000955;3.43336486816;8.98462168629;8;4
dvnd_n4w4in15_61.out;dvnd;124;5587613;3135020;2.07846498489;1.7823213249;15;4
dvnd_n4w4in39_27.out;dvnd;442;38630868;10503741;5.99467206001;3.67781993101;39;4
dvnd_n4w4in49_18.out;dvnd;1001;134792339;5458298;18.5316529274;24.6949395214;49;4
dvnd_n4w4in20_64.out;dvnd;150;20304704;1846587;4.97337198257;10.9958014434;20;4
dvnd_n4w4in18_13.out;dvnd;144;6292213;3829398;2.02043604851;1.64313372494;18;4
dvnd_n4w4in11_8.out;dvnd;100;9554316;971107;3.04744410515;9.83858215418;11;4
dvnd_n4w4in16_77.out;dvnd;130;3015132;361789;4.2359931469;8.3339515574;16;4
dvnd_n4w4in44_24.out;dvnd;654;29051701;7822942;6.13434815407;3.71365414699;44;4
dvnd_n4w4in40_19.out;dvnd;493;28640835;7070164;5.61852407455;4.05094351418;40;4
dvnd_n4w4in36_26.out;dvnd;400;42523653;2932481;8.22028589249;14.5009133904;36;4
dvnd_n4w4in44_8.out;dvnd;654;29051701;7839356;6.25674390793;3.70587851859;44;4
dvnd_n4w4in12_81.out;dvnd;101;111303;26902;2.1026160717;4.13735038287;12;4
dvnd_n4w4in12_46.out;dvnd;101;111303;27377;3.3843858242;4.06556598605;12;4
dvnd_n4w4in42_7.out;dvnd;574;11685944;9948968;3.45630598068;1.17458856034;42;4
dvnd_n4w4in11_30.out;dvnd;100;9554316;987331;3.0029489994;9.67691280837;11;4
dvnd_n4w4in28_24.out;dvnd;225;26142000;13302257;2.01611614227;1.96523041165;28;4
dvnd_n4w4in2_2.out;dvnd;70;112766;19289;1.80135202408;5.84612991861;2;4
dvnd_n4w4in9_93.out;dvnd;100;9661842;965635;3.19521808624;10.0056874492;9;4
dvnd_n4w4in25_10.out;dvnd;198;1735156;1215599;2.29177904129;1.42740821603;25;4
dvnd_n4w4in8_16.out;dvnd;100;8993202;978463;2.61801099777;9.19115183712;8;4
dvnd_n4w4in3_40.out;dvnd;76;70576;17316;3.60850214958;4.07576807577;3;4
dvnd_n4w4in30_6.out;dvnd;226;13437654;7193640;1.94313597679;1.86799089195;30;4
dvnd_n4w4in16_73.out;dvnd;130;3015132;361495;2.99738192558;8.34072947067;16;4
dvnd_n4w4in26_29.out;dvnd;200;36800518;2754876;4.71963882446;13.3583210279;26;4
dvnd_n4w4in30_14.out;dvnd;226;13437654;7193640;1.55804109573;1.86799089195;30;4
dvnd_n4w4in8_92.out;dvnd;100;8993202;964185;2.66705298424;9.32725773581;8;4
dvnd_n4w4in20_32.out;dvnd;150;20304704;1858944;3.90976810455;10.9227088067;20;4
dvnd_n4w4in15_10.out;dvnd;124;5587613;3433228;1.38277602196;1.62751002846;15;4
dvnd_n4w4in15_71.out;dvnd;124;5587613;3391839;1.93925905228;1.64736976018;15;4
dvnd_n4w4in11_51.out;dvnd;100;9554316;978106;3.20783019066;9.76818054485;11;4
dvnd_n4w4in15_31.out;dvnd;124;5587613;3395790;1.38794493675;1.64545304627;15;4
dvnd_n4w4in15_85.out;dvnd;124;5587613;3433095;1.92873597145;1.6275730791;15;4
