in4initial;in3initial;in7initial;in6initial;in5initial;in2initial;in0initial;in1initial;in4final;in3final;in7final;in6final;in5final;in2final;in0final;in1final;in4time;in3time;in7time;in6time;in5time;in2time;in0time;in1time;in4count;in3count;in7count;in6count;in5count;in2count;in0count;in1count
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6349039;5598624;3358680;15506712;7192320;149279;1033600;3.0921189785;1.95889401436;18.1338970661;5.99639105797;4.32322216034;1.29685306549;1.24114394188;1.33814620972;625;392;1397;790;702;106;100;188
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6043761;5545955;3499244;15075326;7193052;149279;1052198;3.38240695;1.90297317505;13.7145419121;5.94142699242;3.94128918648;1.2653799057;1.23001599312;1.31824588776;625;369;1242;773;621;96;100;155
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;1994580;6117015;5603905;3423061;15075326;7192320;141494;1027692;3.2953209877;1.88301610947;15.8580050468;7.32645487785;4.7482919693;1.28742599487;1.24695181847;1.32864117622;683;375;1470;780;621;106;101;166
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2007919;6349039;5635791;3493603;15524035;7192320;151059;1055210;3.0285949707;1.93948197365;15.390103817;5.73043203354;4.30750203133;1.27808618546;1.22106599808;1.35197615623;616;392;1374;747;682;106;97;185
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6225656;5553780;3390531;15075326;7193052;141835;1040674;3.08052802086;1.91696095467;16.0886478424;5.60562801361;3.92717003822;1.26474809647;1.26189112663;1.36016011238;625;373;1430;728;620;96;114;185
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6084535;5640497;3484358;15075326;7192320;143436;1021670;3.25996303558;1.81528997421;13.4594609737;5.98962903023;4.0867061615;1.29830884933;1.23432898521;1.34571385384;625;345;1218;779;618;106;101;182
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6225656;5686169;3483754;15506712;7192320;143436;1027692;3.04349303246;1.89439892769;13.4538481236;6.02598619461;4.31514906883;1.29352498055;1.24164581299;1.34131407738;625;373;1220;792;697;106;101;166
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6043761;5571322;3390081;15506712;7193052;160797;1061683;3.06746983528;1.94000005722;15.7007188797;5.65124607086;4.3471300602;1.28521084785;1.22043013573;1.37337398529;625;369;1452;741;698;102;93;182
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;2035647;6084535;5570074;3395739;15197645;7192320;158305;1007876;3.24562311172;1.86630797386;13.2119300365;5.78553795815;4.13031506538;1.28882694244;1.22807002068;1.39100003242;625;345;1193;713;657;106;89;209
33439101;16801647;134792339;28536548;83873134;13437654;558778;8670796;1994580;6117015;5519948;3390531;15524035;7193052;149279;1033600;3.35866904259;1.8950741291;16.2661099434;5.64949798584;4.33429503441;1.26634883881;1.23731517792;1.34419107437;683;375;1357;730;684;96;100;188
