in4initial;in7initial;in6initial;in2initial;in5initial;in0initial;in3initial;in1initial;in4final;in7final;in6final;in2final;in5final;in0final;in3final;in1final;in4time;in7time;in6time;in2time;in5time;in0time;in3time;in1time;in4count;in7count;in6count;in2count;in5count;in0count;in3count;in1count
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2006124;5577422;3421470;7192320;14944816;143268;6032526;1065740;2.63363909721;9.08282399178;3.94792699814;1.50569415092;3.39324593544;1.46325492859;1.92634487152;1.55202198029;665;1341;691;88;702;60;376;122
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1995380;5638745;3421978;7200972;14811247;143221;6145335;1016181;2.83394789696;8.6309800148;3.7810049057;1.48260879517;3.34940218925;1.47592806816;1.87042403221;1.60148000717;777;1266;646;61;700;49;333;190
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2021194;5644666;3375814;7192320;14940928;141494;6163624;1002707;2.66895604134;7.63829708099;3.95110201836;1.5214650631;3.18961906433;1.50610589981;1.8673350811;1.57618284225;655;1095;685;94;656;88;325;168
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2013273;5703921;3458881;7192320;15019270;162724;5815702;1007485;2.90255284309;8.9181330204;4.14183092117;1.53969120979;3.17678785324;1.47130584717;2.06600117683;1.65034389496;804;1315;743;109;616;60;461;203
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1996123;5602946;3473828;7192320;15648880;142712;6011688;996767;2.68264102936;8.6254799366;4.23110198975;1.52784109116;3.38589000702;1.51290893555;1.80930304527;1.62297010422;683;1244;770;83;698;105;282;196
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1986342;5650168;3401747;7193052;15440377;137509;6055941;1025057;2.79699897766;7.51577997208;4.01481485367;1.5428647995;3.10604786873;1.53731489182;1.8585600853;1.59770894051;740;1068;712;96;621;79;304;191
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1998746;5654621;3417386;7200240;14898927;142400;6412018;1004085;2.73378610611;8.54534006119;4.66563200951;1.52861118317;3.21340990067;1.49875617027;1.78686904907;1.62037396431;708;1250;887;86;645;95;279;193
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1989977;5645152;3408861;7200240;14943221;145283;6055562;1010086;2.87452793121;9.04483580589;3.74885392189;1.54096603394;3.31461596489;1.47978997231;1.88221001625;1.60727906227;790;1328;641;73;693;76;325;187
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2004768;5637326;3434000;7193052;15331801;144131;5847743;1053669;2.89463186264;9.20984005928;3.98804306984;1.50760912895;3.34260892868;1.46756792068;1.85938501358;1.65251612663;794;1346;699;85;700;66;333;182
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1990099;5512941;3400181;7192320;15654204;141494;6171151;995368;2.7160358429;8.85753202438;4.15586209297;1.50976991653;2.89715480804;1.49380898476;1.91451501846;1.59342885017;714;1294;740;98;540;91;353;160
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2002061;5563405;3471554;7193052;15146757;139263;6325505;1015948;2.76186919212;8.36922001839;4.20584392548;1.53318095207;3.00566411018;1.52542901039;1.85549616814;1.58224582672;730;1201;751;109;576;111;330;183
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2027582;5545194;3368579;7198668;15038867;141194;6139500;1026674;2.72572398186;8.57669782639;3.77505302429;1.52695012093;3.08281493187;1.47941708565;1.8279800415;1.61554789543;704;1250;639;96;586;44;289;204
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2022208;5631255;3386667;7193052;15391931;142237;6012736;1006780;2.89814400673;8.42376804352;4.29944586754;1.52523207664;2.81461715698;1.46939492226;1.84658384323;1.56381893158;772;1217;782;94;525;64;319;161
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1998946;5606147;3393054;7200240;15189833;142803;6346908;1006208;2.83936190605;8.12046289444;4.18478107452;1.54309201241;3.0398850441;1.49254894257;1.84403991699;1.61322999001;763;1169;750;87;584;73;303;174
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;1993157;5628052;3371636;7192320;15149721;142293;6208412;1021259;2.77624702454;8.88898301125;4.01770806313;1.55296707153;3.07921695709;1.54666686058;1.83341193199;1.58252811432;720;1301;700;106;598;100;290;182
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2008757;5590732;3436375;7193052;15018783;170432;6199091;1147428;2.73563790321;8.51499199867;3.97115206718;1.5519361496;3.26001310349;1.42252492905;1.98864912987;1.57463216782;730;1223;709;83;670;37;377;161
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2001106;5591053;3435830;7198668;15307498;141842;6024809;1016724;2.63484597206;7.85156607628;3.94647789001;1.51070213318;3.02549099922;1.47773694992;1.86339092255;1.57382702827;651;1111;685;80;601;81;335;171
33439101;134792339;28536548;13437654;83873134;558778;16801647;8670796;2002574;5518871;3470990;7200972;15151943;142825;6179968;985321;2.76134300232;8.95172905922;4.01563692093;1.47705388069;2.83678507805;1.47995305061;1.78042697906;1.59162998199;712;1304;716;54;526;79;281;153
