initial	final	count	time	imp	inum	n	w	solver	sample
195892767	7259602	NA	3.14000606537	26.983954079	2	2	6	dvnd	60
92957377	6318128	NA	2.46249198914	14.7128036976	3	2	6	dvnd	75
128067960	5569595	NA	8.1910071373	22.9941243484	7	2	6	dvnd	65
852143	139579	NA	1.52705001831	6.10509460592	0	2	6	dvnd	12
721262	142645	NA	2.69981503487	5.05634266886	0	2	6	dvnd	38
282553870	14307311	NA	4.42546081543	19.7489150826	5	2	6	dvnd	71
94323375	6219773	NA	3.30918002129	15.1650831952	3	2	6	dvnd	84
8433699	1023123	NA	1.69569396973	8.24309393885	1	2	6	dvnd	95
97449169	6099823	NA	2.52424716949	15.9757371648	3	2	6	dvnd	65
768703	150313	NA	2.60432100296	5.11401542115	0	2	6	dvnd	81
835478	154833	NA	2.62274193764	5.39599439396	0	2	6	dvnd	65
69794046	3343573	NA	5.73043012619	20.8740906808	6	2	6	dvnd	25
71063734	3452786	NA	6.85245203972	20.58156341	6	2	6	dvnd	64
30994238	2013830	NA	4.7048201561	15.3906923623	4	2	6	dvnd	0
278162545	14339422	NA	4.37872600555	19.3984489054	5	2	6	dvnd	37
270393209	14587879	NA	4.97757101059	18.5354710579	5	2	6	dvnd	11
72840940	3396827	NA	6.57438492775	21.4438180102	6	2	6	dvnd	80
32224083	1985751	NA	4.11806297302	16.2276554311	4	2	6	dvnd	56
281208171	14372239	NA	4.63881802559	19.5660655935	5	2	6	dvnd	94
91305868	6273157	NA	3.66176509857	14.5550108183	3	2	6	dvnd	18
189008584	6745298	NA	2.27090191841	28.020790779	2	2	6	dvnd	47
92531657	6274866	NA	3.8670539856	14.7463956999	3	2	6	dvnd	11
71581912	3469798	NA	5.79183101654	20.6299940227	6	2	6	dvnd	92
129926649	5449743	NA	9.0358710289	23.8408763496	7	2	6	dvnd	6
196779712	7273356	NA	3.06334996223	27.0548715064	2	2	6	dvnd	65
287301519	14571080	NA	4.88754200935	19.7172425791	5	2	6	dvnd	63
93975382	5838298	NA	3.59037899971	16.0963660985	3	2	6	dvnd	93
33115327	1976471	NA	4.62255311012	16.7547750511	4	2	6	dvnd	40
96101251	6151577	NA	2.5860619545	15.6222137836	3	2	6	dvnd	33
32848463	2008343	NA	4.42766690254	16.3560024358	4	2	6	dvnd	85
92250575	5944546	NA	3.32486701012	15.5185231976	3	2	6	dvnd	70
130289095	5557316	NA	8.32423400879	23.4446079726	7	2	6	dvnd	62
93209349	6077441	NA	3.66244721413	15.3369401694	3	2	6	dvnd	88
848143	141542	NA	2.66372489929	5.99216486979	0	2	6	dvnd	54
279548739	14919360	NA	4.72538590431	18.7373144022	5	2	6	dvnd	14
33105427	2002474	NA	4.66417503357	16.5322630906	4	2	6	dvnd	92
