in1initial;in3initial;in6initial;in5initial;in0initial;in2initial;in4initial;in7initial;in1final;in3final;in6final;in5final;in0final;in2final;in4final;in7final;in1time;in3time;in6time;in5time;in0time;in2time;in4time;in7time;in1count;in3count;in6count;in5count;in0count;in2count;in4count;in7count;in1imp;in3imp;in6imp;in5imp;in0imp;in2imp;in4imp;in7imp
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1027944;6137218;3368329;15332117;136816;7403112;1986375;5512502;3.18975901604;3.52048492432;4.82338619232;4.94920682907;3.11865997314;3.18940377235;4.70910096169;8.79927301407;122;291;526;635;61;85;685;1179;8.43508595799;2.73766501369;8.4720192119;5.47042094709;4.08415682376;1.81513585098;16.8342337172;24.4521161171
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;964674;6047066;3435066;14989905;138092;7403274;1961918;5508087;4.10784506798;3.1278321743;5.09099698067;4.82124209404;3.04782795906;2.94981098175;4.66928505898;9.32436704636;122;226;573;642;58;85;642;1243;8.98831729683;2.77847918313;8.30742349638;5.59530790889;4.04641832981;1.81509613179;17.0440869598;24.4717156791
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1011610;6065934;3387861;15017118;153673;7418350;1989554;5638986;4.03679800034;3.38618206978;5.29981184006;4.69802498817;2.92214989662;3.1292412281;4.53765106201;9.01593279839;125;269;664;545;61;108;617;1229;8.57128339973;2.7698367638;8.42317556712;5.58516847241;3.63614948625;1.81140738844;16.8073352118;23.9036484574
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1028707;5911027;3435998;15124942;144735;7415686;1969943;5590729;3.20317912102;3.64122796059;5.17858791351;5.12762188911;2.9957909584;3.05972099304;4.69794416428;9.53111410141;115;279;618;489;82;112;695;1370;8.42882958899;2.84242433675;8.30517014271;5.54535243838;3.86069713615;1.81205811573;16.974654089;24.1099754612
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1020823;6097145;3403812;15657351;136816;7169192;2016802;5503853;3.13742804527;3.50795793533;5.31546497345;5.23756480217;3.23303699493;3.13692188263;4.32479810715;9.0285410881;107;221;635;478;81;80;546;1218;8.49392695893;2.755658099;8.38370274269;5.35678953611;4.08415682376;1.87436101586;16.5802597379;24.4905412626
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1015811;6361824;3439545;15305465;136516;7193400;1998390;5463474;3.18108105659;4.55416417122;5.29288291931;4.40213394165;3.13816905022;2.88670301437;4.62326693535;8.49679708481;140;253;656;430;93;72;642;1204;8.53583589861;2.64101097421;8.29660551032;5.47994680332;4.09313194058;1.86805321545;16.7330205816;24.6715439663
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1032132;6193796;3445015;15251433;139340;7137237;2050039;5599713;3.03353714943;3.42072081566;5.24403810501;4.63244605064;3.03872489929;3.11427307129;4.41891694069;8.94822788239;93;244;641;516;79;96;623;1195;8.40085957998;2.71265747209;8.28343214761;5.49936087973;4.01017654658;1.88275294767;16.31144627;24.0712941895
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;1085165;6284671;3482330;14911708;147398;7206524;2028248;5518765;2.9906141758;3.33190703392;5.90576791763;4.96638798714;3.04755806923;2.82428503036;4.80583095551;9.53109693527;103;182;610;599;59;96;687;1402;7.99030193565;2.67343302458;8.19467080949;5.62464970478;3.79094695993;1.86465125212;16.4866924558;24.4243665023
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;981894;6359503;3401083;15142731;139724;7125670;2013127;5593982;3.17362189293;3.56389713287;4.77152609825;4.33760595322;2.90318894386;3.26208400726;4.63624191284;8.38733887672;136;221;588;514;61;108;624;1186;8.83068437123;2.64197485244;8.39042975429;5.53883800749;3.99915547794;1.88580919408;16.610527304;24.0959550817
8670796;16801647;28536548;83873134;558778;13437654;33439101;134792339;996400;6233878;3459241;15087722;149934;7414410;2018656;5579189;3.4448800087;3.45294904709;4.50912189484;4.80647778511;2.84360790253;3.02687907219;4.47903609276;9.18995904922;173;267;525;584;60;80;694;1204;8.70212364512;2.69521588328;8.24936684088;5.55903230455;3.72682647031;1.81236996605;16.5650318826;24.1598445581
