in4initial;in2initial;in7initial;in3initial;in6initial;in1initial;in5initial;in0initial;in4final;in2final;in7final;in3final;in6final;in1final;in5final;in0final;in4time;in2time;in7time;in3time;in6time;in1time;in5time;in0time;in4count;in2count;in7count;in3count;in6count;in1count;in5count;in0count;in4imp;in2imp;in7imp;in3imp;in6imp;in1imp;in5imp;in0imp
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2009411;7173296;5664168;6318048;3410820;1022970;15146195;143822;4.48096394539;2.85098195076;8.75040602684;2.94094705582;5.32509994507;2.5990960598;3.94046092033;1.91574811935;676;135;1204;243;748;133;515;60;16.6412451211;1.8732886528;23.7973765962;2.65930980581;8.3664772694;8.47609998338;5.53757125139;3.88520532325
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2067781;7405048;5594346;6259273;3430638;1022930;15123733;134550;4.30606508255;2.89542508125;9.30621004105;3.00442194939;4.79826307297;2.83276081085;4.27177381516;2.80094408989;635;114;1297;252;583;144;530;60;16.1714905979;1.81466129592;24.0943872617;2.68428090611;8.31814607079;8.47643142737;5.54579573707;4.15293942772
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2063884;7413490;5620218;6387556;3406878;971977;15379288;149683;4.21254515648;2.70796608925;8.25275611877;3.17361903191;4.63214898109;2.90590405464;4.21695494652;2.96213006973;656;120;1162;283;596;116;521;68;16.2020254045;1.81259487772;23.9834716376;2.63037177287;8.37615787827;8.92078310495;5.45364219722;3.7330759004
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2007112;7199400;5687643;6330381;3409436;1005806;15421137;138995;4.29549407959;2.7450928688;9.45685195923;3.49260783195;5.12753796577;2.66775989532;3.98536610603;2.77328300476;693;72;1399;292;672;103;441;70;16.6603064503;1.8664963747;23.6991560476;2.65412887471;8.36987349227;8.62074396056;5.4388424148;4.02013022051
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2030208;7433963;5579855;6414090;3382641;1036078;15194240;137613;4.86089086533;2.7613260746;8.9223151207;3.15156292915;4.8868560791;2.8834631443;3.09265398979;2.82726693153;825;89;1207;222;643;89;494;76;16.4707759008;1.80760302412;24.1569608888;2.61949037198;8.43617398358;8.36886412027;5.52006115475;4.0605030048
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1928816;7413595;5584654;6366477;3392509;1028711;15245857;140317;4.54987692833;2.92066788673;8.87058782578;2.6212580204;4.91157007217;2.84640097618;4.19962501526;2.92346215248;745;123;1264;166;637;111;539;87;17.3365945741;1.81256920563;24.1362023502;2.63908076633;8.41163516442;8.42879681465;5.50137220886;3.98225446667
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2006890;7413109;5692819;6115660;3435290;1034937;15733580;147710;4.12920212746;2.88076210022;8.98290085793;3.39875888824;4.9007730484;2.87120318413;3.67839407921;2.68301796913;662;77;1250;311;614;139;433;76;16.6621493953;1.81268803683;23.6776084046;2.74731541649;8.30688180619;8.37809064706;5.33083595723;3.7829395437
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2013711;7201282;5639871;6188130;3432574;1076743;14706497;138463;4.3971259594;2.87357711792;8.41496086121;2.80485391617;4.87859296799;2.53241801262;4.87692117691;2.77901387215;692;85;1154;156;671;89;655;69;16.6057100547;1.86600858014;23.8998975331;2.71514124622;8.31345456791;8.05279997177;5.70313474378;4.03557629114
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1957294;7200240;5683223;5896502;3405659;1010443;15000401;143822;4.19071507454;2.80019903183;9.2942700386;3.20102119446;4.51686000824;2.76743102074;3.30856895447;2.77150678635;614;116;1338;258;629;118;509;63;17.0843526828;1.86627862405;23.7175875379;2.8494261513;8.37915598714;8.58118270897;5.5913927901;3.88520532325
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1999142;7202052;5595782;6057047;3433744;1052256;15142470;138674;4.33074903488;2.92839694023;8.79384994507;3.1164059639;4.60409998894;2.74375700951;4.58106303215;2.68911194801;616;99;1177;208;632;144;607;63;16.7267262656;1.86580907775;24.0882041152;2.77390071432;8.31062187513;8.24019630204;5.53893347651;4.02943594329
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2012496;7194790;5511807;6086126;3381105;1028519;15429302;145473;4.47423410416;2.7215681076;8.72430419922;3.54192304611;4.71262907982;2.75300788879;4.46423602104;2.94094991684;639;74;1198;324;627;105;527;54;16.6157353853;1.86769231625;24.4551993566;2.76064724917;8.4400064476;8.43037027026;5.43596424517;3.84111140899
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1981750;7199400;5521864;6113602;3407822;967911;15164087;148841;4.23789215088;2.8012471199;9.53493309021;2.07050204277;5.13722395897;3.11921405792;3.84425401688;2.84226512909;641;82;1408;233;678;186;487;111;16.8735213826;1.8664963747;24.4106589731;2.74824023546;8.37383760067;8.95825752574;5.53103750987;3.75419407287
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2023511;7430482;5552573;6397067;3421422;1050889;15087887;141275;4.48882603645;2.80783009529;8.91835904121;2.16135597229;5.29668211937;2.84581303596;4.07706999779;2.77740097046;715;105;1266;296;704;138;460;63;16.525287483;1.80844984215;24.2756536474;2.62646100158;8.34055196933;8.25091517753;5.55897151139;3.95525039816
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2011809;7139702;5655733;6209844;3398699;1039853;15390498;142001;4.46537089348;2.9142768383;8.45340299606;2.99504995346;5.11942386627;2.48852491379;4.45065689087;2.87594890594;649;129;1146;260;654;130;547;71;16.6214093883;1.8821029225;23.8328681711;2.705647195;8.39631517825;8.33848245858;5.44966991971;3.93502862656
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2024511;7438749;5498238;6241192;3416815;1028484;15215032;153526;3.39458298683;2.46569013596;10.1720161438;3.1556789875;4.59018993378;3.13727402687;3.73610496521;2.74970889091;720;67;1479;227;564;148;454;68;16.5171248761;1.80644003447;24.5155518914;2.69205738263;8.3517978;8.43065716141;5.51251775218;3.63963107226
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2021597;7196632;5643335;6179729;3435909;1016879;15053642;139949;4.53541684151;2.6330678463;9.7014670372;2.95489096642;4.94697594643;2.56707286835;4.47766184807;2.93668007851;706;124;1385;185;548;167;570;63;16.5409332325;1.86721427468;23.8852272637;2.71883233067;8.30538527068;8.52687094531;5.57161741989;3.99272592159
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1996695;7222345;5548576;6222810;3409378;1048192;15209251;139124;4.04188585281;2.87798881531;8.74402403831;2.97039294243;5.00082111359;2.71654510498;4.54774785042;2.68428492546;626;83;1198;240;656;88;558;53;16.7472252898;1.86056661652;24.2931409789;2.70000964195;8.37001587973;8.2721447979;5.51461304702;4.01640263362
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2034716;7217055;5534898;6115215;3395734;1003902;15179997;138200;4.36638998985;2.71694302559;9.39556598663;3.07198214531;5.30318117142;2.66690897942;4.46177697182;2.9153418541;669;105;1315;284;722;122;610;84;16.4342841949;1.86193038573;24.3531748914;2.74751533675;8.40364645758;8.63709405898;5.52524048588;4.04325615051
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1997349;7431747;5613240;6066001;3451139;1056310;15096293;138092;3.33976006508;2.90070796013;9.12084412575;3.0991768837;4.76686406136;2.4765059948;4.65070199966;2.72307419777;654;72;1306;293;631;106;631;78;16.7417416786;1.8081420156;24.013286266;2.76980617049;8.26873330805;8.20857134743;5.55587613462;4.04641832981
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1956394;7412437;5655551;6059209;3434572;1028512;15285178;153900;4.26120114326;2.87244606018;8.80292987823;1.96482992172;5.06439995766;2.81732797623;4.17190909386;2.77388191223;632;90;1303;245;699;126;574;63;17.0922119982;1.8128523723;23.8336351312;2.77291095257;8.30861836642;8.43042764693;5.48721997218;3.63078622482
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2025452;7413490;5555777;5992976;3448284;1016630;15140076;140446;4.34432315826;2.65480995178;9.57399106026;3.12195396423;4.57751107216;2.83232593536;4.53011322021;2.79007697105;687;101;1316;253;516;145;579;58;16.5094512237;1.81259487772;24.2616539505;2.80355653018;8.27557938963;8.52895940509;5.53980931139;3.97859675605
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1983503;7409205;5659211;6198173;3453240;1044731;14944392;141792;4.26316595078;2.75779390335;9.38570308685;3.33443212509;5.39043402672;2.90529990196;4.84098100662;2.51609706879;620;117;1309;269;722;135;640;44;16.8586087341;1.81364316415;23.8182211266;2.71074185893;8.26370249389;8.29954887909;5.61234836452;3.94082881968
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;1979651;7201887;5544833;6198139;3390133;1004545;14821784;156952;4.15077280998;3.00772690773;8.93265199661;2.9558160305;4.8322789669;2.74189805984;4.57577300072;2.68049407005;655;90;1259;208;562;103;593;49;16.8914121732;1.86585182467;24.3095398906;2.71075672875;8.41753052166;8.63156553465;5.65877454428;3.5601840053
33439101;13437654;134792339;16801647;28536548;8670796;83873134;558778;2025817;7413490;5604997;6071375;3382426;1020047;15465308;148099;4.3963329792;2.89594292641;8.78760099411;2.26939082146;4.69889593124;2.93498301506;4.31331300735;2.83397603035;626;111;1278;344;650;104;547;59;16.5064766462;1.81259487772;24.0486014533;2.76735451195;8.43671021923;8.50038870758;5.42330834924;3.77300319381
