"initial";"final";"count";"time";"imp";"inum";"n";"w";"type"
134792339;5508970;996;17.08385396;24.467793253548304;7;1;1;"rvnd"
558778;138107;68;1.0899708271;4.045978842491691;0;1;1;"rvnd"
8670796;1048214;116;1.16937088966;8.271971181457221;1;1;1;"rvnd"
13437654;8119679;216;1.46600389481;1.654948921010301;2;1;1;"rvnd"
16801647;6327091;352;1.98588609695;2.6555089850928333;3;1;1;"rvnd"
33439101;1967439;759;4.72345399857;16.996258079666003;4;1;1;"rvnd"
83873134;15111672;392;3.94810009003;5.550221974113784;5;1;1;"rvnd"
28536548;3431615;741;8.46765518188;8.31577784803948;6;1;1;"rvnd"
134792339;5472396;1017;17.3707330227;24.631320357664176;7;1;1;"rvnd"
558778;147192;64;1.07608389854;3.796252513723572;0;1;1;"rvnd"
8670796;1026311;189;1.26196098328;8.448507323803408;1;1;1;"rvnd"
13437654;8122062;104;1.22133016586;1.6544633616438782;2;1;1;"rvnd"
16801647;6125224;193;1.5467209816;2.743025724446975;3;1;1;"rvnd"
33439101;2049752;630;4.10298514366;16.313730148818003;4;1;1;"rvnd"
83873134;14861412;779;6.69637680054;5.643685404859242;5;1;1;"rvnd"
28536548;3397437;978;11.0532138348;8.399434043957253;6;1;1;"rvnd"
134792339;5504426;2691;42.9370989799;24.487991845107917;7;1;1;"rvnd"
558778;149159;76;1.10613894463;3.7461903069878453;0;1;1;"rvnd"
8670796;1082061;145;1.20849299431;8.013222914419798;1;1;1;"rvnd"
13437654;8119679;191;1.41516304016;1.654948921010301;2;1;1;"rvnd"
16801647;6104801;300;1.83605098724;2.7522022421369674;3;1;1;"rvnd"
33439101;1953796;592;3.84011316299;17.114939840188025;4;1;1;"rvnd"
83873134;15082327;468;4.48559188843;5.561020789431233;5;1;1;"rvnd"
28536548;3396026;1097;11.8480250835;8.40292388809744;6;1;1;"rvnd"
134792339;5522142;2925;46.5567481518;24.409430072605883;7;1;1;"rvnd"
558778;144969;58;1.08177518845;3.854465437438349;0;1;1;"rvnd"
8670796;1019199;210;1.29045581818;8.507461251433725;1;1;1;"rvnd"
13437654;7199400;50;1.11028814316;1.8664963746978915;2;1;1;"rvnd"
16801647;6262276;239;1.68414783478;2.6829936911116663;3;1;1;"rvnd"
33439101;1969830;1137;6.3837351799;16.975627846057783;4;1;1;"rvnd"
83873134;15171759;473;4.51135206223;5.528240594910583;5;1;1;"rvnd"
28536548;3396026;1097;11.8275589943;8.40292388809744;6;1;1;"rvnd"
134792339;5608112;1358;23.6205899715;24.035243768312757;7;1;1;"rvnd"
558778;149159;62;1.07779192924;3.7461903069878453;0;1;1;"rvnd"
8670796;1053765;203;1.26938486099;8.228396274311635;1;1;1;"rvnd"
13437654;8130626;171;1.36735987663;1.6527207130176693;2;1;1;"rvnd"
16801647;6125164;218;1.60799884796;2.7430525941836006;3;1;1;"rvnd"
33439101;2004882;636;3.99147486687;16.678837457765596;4;1;1;"rvnd"
83873134;15457141;429;4.19942998886;5.426173831240848;5;1;1;"rvnd"
28536548;3547138;460;5.68306994438;8.044950041413669;6;1;1;"rvnd"
134792339;5690637;1351;23.5968840122;23.686687272444193;7;1;1;"rvnd"
558778;161471;41;1.04216694832;3.46054709514402;0;1;1;"rvnd"
8670796;1089100;165;1.23551106453;7.961432375355798;1;1;1;"rvnd"
13437654;8163613;89;1.19856214523;1.646042505934566;2;1;1;"rvnd"
16801647;6107671;261;1.73983001709;2.750908979871378;3;1;1;"rvnd"
33439101;2017592;613;4.02498006821;16.573767639839968;4;1;1;"rvnd"
83873134;15590915;397;3.95613718033;5.379615885276778;5;1;1;"rvnd"
28536548;3438167;632;7.13678002357;8.299930747982865;6;1;1;"rvnd"
134792339;5506875;1074;18.4906890392;24.477101622971286;7;1;1;"rvnd"
558778;139087;35;1.0506799221;4.017471079252554;0;1;1;"rvnd"
8670796;1020759;85;1.11895799637;8.494459514929577;1;1;1;"rvnd"
13437654;7200972;49;1.11041498184;1.8660889113303036;2;1;1;"rvnd"
16801647;6257601;281;1.79608106613;2.684998132670971;3;1;1;"rvnd"
33439101;2027795;611;4.02084803581;16.490375506399808;4;1;1;"rvnd"
83873134;15111672;392;3.92460894585;5.550221974113784;5;1;1;"rvnd"
28536548;3491092;818;8.98159313202;8.174103690192066;6;1;1;"rvnd"
134792339;5510390;853;14.8911099434;24.461488025348476;7;1;1;"rvnd"
558778;142712;66;1.07650709152;3.9154240708559898;0;1;1;"rvnd"
8670796;1009748;110;1.1513299942;8.58708905588325;1;1;1;"rvnd"
13437654;8126123;184;1.40778207779;1.6536365496805796;2;1;1;"rvnd"
16801647;6158829;191;1.53903412819;2.7280586942745124;3;1;1;"rvnd"
33439101;1962010;453;3.23583102226;17.04328775082696;4;1;1;"rvnd"
83873134;15938696;366;3.7305328846;5.262233121203892;5;1;1;"rvnd"
28536548;3420695;803;9.08742904663;8.342324586085576;6;1;1;"rvnd"
134792339;5738471;1111;19.4987170696;23.489242866261762;7;1;1;"rvnd"
558778;139425;79;1.10300183296;4.0077317554240635;0;1;1;"rvnd"
8670796;1010126;128;1.18168592453;8.583875674915802;1;1;1;"rvnd"
13437654;8158122;98;1.21557688713;1.6471504103517942;2;1;1;"rvnd"
16801647;6469896;157;1.44400787354;2.5968959933822737;3;1;1;"rvnd"
33439101;2026867;536;3.65073394775;16.497925616234316;4;1;1;"rvnd"
83873134;15301478;467;4.4726691246;5.48137467504773;5;1;1;"rvnd"
28536548;3452064;561;6.7114880085;8.26651765436562;6;1;1;"rvnd"
134792339;5516739;948;16.507848978;24.43333625172407;7;1;1;"rvnd"
558778;135686;89;1.11342000961;4.1181698922512275;0;1;1;"rvnd"
8670796;1006270;140;1.19803285599;8.616768859252486;1;1;1;"rvnd"
13437654;8158122;101;1.2251329422;1.6471504103517942;2;1;1;"rvnd"
16801647;6023871;395;2.12175798416;2.7891777562965743;3;1;1;"rvnd"
33439101;2045308;1170;6.50428986549;16.349176260983675;4;1;1;"rvnd"
83873134;15106594;724;6.41556501389;5.552087651260106;5;1;1;"rvnd"
28536548;3422890;344;4.44007301331;8.336974895483056;6;1;1;"rvnd"
134792339;5502907;853;14.9519608021;24.49475141048177;7;1;1;"rvnd"
558778;149544;66;1.08301401138;3.7365457657946823;0;1;1;"rvnd"
8670796;1122057;128;1.18098497391;7.727589596606946;1;1;1;"rvnd"
13437654;8130626;171;1.3645529747;1.6527207130176693;2;1;1;"rvnd"
16801647;6125224;191;1.54487514496;2.743025724446975;3;1;1;"rvnd"
33439101;2002987;615;4.01510500908;16.694617089377015;4;1;1;"rvnd"
83873134;15103247;395;3.94279003143;5.553318038167554;5;1;1;"rvnd"
28536548;3420435;623;7.20939493179;8.342958717239181;6;1;1;"rvnd"
134792339;5577133;2408;38.412307024;24.168751041081503;7;1;1;"rvnd"
558778;141955;50;1.07135510445;3.936303758233243;0;1;1;"rvnd"
8670796;1091447;139;1.18885207176;7.94431245859854;1;1;1;"rvnd"
13437654;8126123;195;1.41705012321;1.6536365496805796;2;1;1;"rvnd"
16801647;6158829;183;1.51801490784;2.7280586942745124;3;1;1;"rvnd"
33439101;1968908;659;4.24423694611;16.983577191011463;4;1;1;"rvnd"
83873134;15155162;695;6.20204997063;5.534294783519965;5;1;1;"rvnd"
28536548;3477490;823;8.96052312851;8.206076221642622;6;1;1;"rvnd"
134792339;5631115;1298;22.5911111832;23.93706024472951;7;1;1;"rvnd"
558778;173137;95;1.12142777443;3.2273748534397617;0;1;1;"rvnd"
8670796;1047972;182;1.25983309746;8.273881363242529;1;1;1;"rvnd"
13437654;8122338;156;1.34187579155;1.6544071423769855;2;1;1;"rvnd"
16801647;5898919;426;2.20699906349;2.848258638574288;3;1;1;"rvnd"
33439101;1983199;681;4.3498840332;16.861192951388137;4;1;1;"rvnd"
83873134;15457141;429;4.19318509102;5.426173831240848;5;1;1;"rvnd"
28536548;3442319;431;5.2909090519;8.289919673336492;6;1;1;"rvnd"
134792339;5577133;2408;38.3932681084;24.168751041081503;7;1;1;"rvnd"
558778;153755;51;1.06663799286;3.634210269584729;0;1;1;"rvnd"
8670796;1019381;111;1.15692901611;8.505942331669905;1;1;1;"rvnd"
13437654;7150783;102;1.2190849781;1.8791863772121178;2;1;1;"rvnd"
16801647;5970658;389;2.09891605377;2.8140360744159185;3;1;1;"rvnd"
33439101;1968801;723;4.53390192986;16.984500211042153;4;1;1;"rvnd"
83873134;15134426;407;4.04513907433;5.541877438893288;5;1;1;"rvnd"
28536548;3471187;708;8.20434308052;8.220976858924628;6;1;1;"rvnd"
134792339;5665188;1491;25.9499139786;23.79309195034657;7;1;1;"rvnd"
558778;223923;52;1.05719995499;2.4954024374450148;0;1;1;"rvnd"
8670796;1020337;111;1.15394115448;8.497972728618095;1;1;1;"rvnd"
13437654;7204608;99;1.21102690697;1.8651471391642682;2;1;1;"rvnd"
16801647;6107671;261;1.73814916611;2.750908979871378;3;1;1;"rvnd"
33439101;1964033;556;3.69006419182;17.025732765182664;4;1;1;"rvnd"
83873134;15770714;374;3.79396104813;5.318283877318427;5;1;1;"rvnd"
28536548;3417247;830;9.00260090828;8.350741986166057;6;1;1;"rvnd"
134792339;5742230;3024;47.7274239063;23.473866250568157;7;1;1;"rvnd"
558778;138107;69;1.08411693573;4.045978842491691;0;1;1;"rvnd"
8670796;1018794;96;1.12576508522;8.510843212661245;1;1;1;"rvnd"
13437654;8130626;171;1.36648392677;1.6527207130176693;2;1;1;"rvnd"
16801647;6469896;157;1.44421696663;2.5968959933822737;3;1;1;"rvnd"
33439101;1962476;441;3.16683316231;17.03924073466376;4;1;1;"rvnd"
83873134;15490681;383;3.84960079193;5.4144252276578415;5;1;1;"rvnd"
28536548;3448175;646;7.62099695206;8.275840988348909;6;1;1;"rvnd"
134792339;5670928;1606;27.2674930096;23.769009058129463;7;1;1;"rvnd"
558778;149159;76;1.09571099281;3.7461903069878453;0;1;1;"rvnd"
8670796;1035958;133;1.1911611557;8.36983352606959;1;1;1;"rvnd"
13437654;7150783;94;1.1948261261;1.8791863772121178;2;1;1;"rvnd"
16801647;6006749;238;1.68585705757;2.7971281969664457;3;1;1;"rvnd"
33439101;1986247;743;4.63614392281;16.835318568133772;4;1;1;"rvnd"
83873134;15103247;395;3.94990897179;5.553318038167554;5;1;1;"rvnd"
28536548;3431615;741;8.44540596008;8.31577784803948;6;1;1;"rvnd"
134792339;5592282;1436;24.4518170357;24.10328002057121;7;1;1;"rvnd"
558778;141194;60;1.08137798309;3.957519441336034;0;1;1;"rvnd"
8670796;1051258;116;1.16376805305;8.248019040045355;1;1;1;"rvnd"
13437654;8163613;93;1.20819211006;1.646042505934566;2;1;1;"rvnd"
16801647;5974252;226;1.64806318283;2.8123432021280657;3;1;1;"rvnd"
33439101;2001503;656;4.10526609421;16.706995193112377;4;1;1;"rvnd"
83873134;14861412;779;6.70161795616;5.643685404859242;5;1;1;"rvnd"
28536548;3431615;741;8.55195403099;8.31577784803948;6;1;1;"rvnd"
134792339;5473907;1143;19.4804201126;24.62452120578592;7;1;1;"rvnd"
558778;142456;71;1.09885811806;3.922460268433762;0;1;1;"rvnd"
8670796;1036401;118;1.15642905235;8.36625591831733;1;1;1;"rvnd"
13437654;8116713;143;1.30402803421;1.655553670556049;2;1;1;"rvnd"
16801647;6118206;330;1.91663908958;2.7461721622318698;3;1;1;"rvnd"
33439101;1967754;508;3.43516492844;16.99353730191884;4;1;1;"rvnd"
83873134;15275122;402;3.99864387512;5.4908323481802634;5;1;1;"rvnd"
28536548;3431622;426;5.32532906532;8.315760885085828;6;1;1;"rvnd"
134792339;5592282;1436;24.4486420155;24.10328002057121;7;1;1;"rvnd"
558778;142101;70;1.07683706284;3.9322594492649596;0;1;1;"rvnd"
8670796;1001293;131;1.17792391777;8.65959913831416;1;1;1;"rvnd"
13437654;8147538;129;1.27564692497;1.649290129116305;2;1;1;"rvnd"
16801647;6465263;170;1.48523402214;2.5987569260523506;3;1;1;"rvnd"
33439101;1983199;681;4.36227107048;16.861192951388137;4;1;1;"rvnd"
83873134;15139300;767;6.73459100723;5.5400932671920105;5;1;1;"rvnd"
28536548;3491092;818;8.95582604408;8.174103690192066;6;1;1;"rvnd"
134792339;5429602;1529;26.4760830402;24.825454793924123;7;1;1;"rvnd"
558778;143221;72;1.09032702446;3.9015088569413705;0;1;1;"rvnd"
8670796;1051941;113;1.1593170166;8.242663799585719;1;1;1;"rvnd"
13437654;7150783;109;1.24992179871;1.8791863772121178;2;1;1;"rvnd"
16801647;6160857;151;1.42887091637;2.727160685599422;3;1;1;"rvnd"
33439101;1968908;659;4.22927498817;16.983577191011463;4;1;1;"rvnd"
83873134;15277484;819;6.9409160614;5.489983429208632;5;1;1;"rvnd"
28536548;3430778;702;8.03986501694;8.317806631615337;6;1;1;"rvnd"
134792339;5628776;2031;32.2975790501;23.947007129080994;7;1;1;"rvnd"
558778;138210;53;1.06864118576;4.04296360610665;0;1;1;"rvnd"
8670796;1005894;214;1.30388021469;8.619989780235294;1;1;1;"rvnd"
13437654;7200972;57;1.12356901169;1.8660889113303036;2;1;1;"rvnd"
16801647;6125224;191;1.53533387184;2.743025724446975;3;1;1;"rvnd"
33439101;2026867;533;3.63405299187;16.497925616234316;4;1;1;"rvnd"
83873134;15163947;446;4.34642291069;5.53108857476223;5;1;1;"rvnd"
28536548;3473422;780;8.9714050293;8.215687008373875;6;1;1;"rvnd"
134792339;5679575;1360;23.8330910206;23.732821381881568;7;1;1;"rvnd"
558778;141207;75;1.11591601372;3.9571550985432733;0;1;1;"rvnd"
8670796;1012664;222;1.34748101234;8.562362244535207;1;1;1;"rvnd"
13437654;7200972;46;1.10626316071;1.8660889113303036;2;1;1;"rvnd"
16801647;6370661;178;1.50297284126;2.6373475217092857;3;1;1;"rvnd"
33439101;1961579;468;3.26790499687;17.0470325181907;4;1;1;"rvnd"
83873134;15529128;738;6.34327316284;5.401020198944847;5;1;1;"rvnd"
28536548;3432355;449;5.53431391716;8.313985004464865;6;1;1;"rvnd"
134792339;5510390;835;14.6309099197;24.461488025348476;7;1;1;"rvnd"
558778;138107;68;1.08121991158;4.045978842491691;0;1;1;"rvnd"
8670796;1025574;121;1.16633105278;8.454578606711948;1;1;1;"rvnd"
13437654;8163613;89;1.18483185768;1.646042505934566;2;1;1;"rvnd"
16801647;6224248;317;1.89143419266;2.6993858535199755;3;1;1;"rvnd"
33439101;2048723;601;3.9793381691;16.321923949699396;4;1;1;"rvnd"
83873134;15399558;444;4.31370902061;5.446463723179587;5;1;1;"rvnd"
28536548;3414677;481;5.88079714775;8.357027033596443;6;1;1;"rvnd"
134792339;5549318;1309;22.7469139099;24.289892739972732;7;1;1;"rvnd"
558778;149771;56;1.07407307625;3.7308824805870295;0;1;1;"rvnd"
8670796;1019987;74;1.09441804886;8.500888736817235;1;1;1;"rvnd"
13437654;8097528;183;1.39915800095;1.659476077143543;2;1;1;"rvnd"
16801647;6104801;300;1.83286190033;2.7522022421369674;3;1;1;"rvnd"
33439101;1990907;1151;6.44213700294;16.795913118995514;4;1;1;"rvnd"
83873134;15361428;396;3.93604898453;5.45998288700764;5;1;1;"rvnd"
28536548;3381643;596;7.06279706955;8.43866369099281;6;1;1;"rvnd"
134792339;5492971;2743;43.5511188507;24.539058917296305;7;1;1;"rvnd"
558778;149159;75;1.09041213989;3.7461903069878453;0;1;1;"rvnd"
8670796;1023519;105;1.14334082603;8.471553532469843;1;1;1;"rvnd"
13437654;7200972;49;1.11189103127;1.8660889113303036;2;1;1;"rvnd"
16801647;6272005;357;2.01041197777;2.678831888686313;3;1;1;"rvnd"
33439101;1968785;653;4.22937893867;16.9846382413519;4;1;1;"rvnd"
83873134;15116677;570;5.14629602432;5.548384343993061;5;1;1;"rvnd"
28536548;3371301;542;6.40408492088;8.464550628970834;6;1;1;"rvnd"
134792339;5738473;1118;19.6017589569;23.489234679678724;7;1;1;"rvnd"
558778;143241;36;1.04640197754;3.90096410943794;0;1;1;"rvnd"
8670796;1037803;80;1.10003805161;8.354953685815131;1;1;1;"rvnd"
13437654;7199400;57;1.12102103233;1.8664963746978915;2;1;1;"rvnd"
16801647;6158829;224;1.62715387344;2.7280586942745124;3;1;1;"rvnd"
33439101;2003935;978;5.61805796623;16.686719379620598;4;1;1;"rvnd"
83873134;15124824;675;6.038449049;5.545395701794613;5;1;1;"rvnd"
28536548;3524830;487;5.94178891182;8.095865048810865;6;1;1;"rvnd"
134792339;5592282;1436;24.8631417751;24.10328002057121;7;1;1;"rvnd"
558778;139087;38;1.05170798302;4.017471079252554;0;1;1;"rvnd"
8670796;975608;127;1.18127799034;8.887581897647415;1;1;1;"rvnd"
13437654;8125914;99;1.21357607841;1.6536790815162454;2;1;1;"rvnd"
16801647;6006749;224;1.64423704147;2.7971281969664457;3;1;1;"rvnd"
33439101;1969284;639;4.13427805901;16.98033447689617;4;1;1;"rvnd"
83873134;15938696;366;3.73513388634;5.262233121203892;5;1;1;"rvnd"
28536548;3412701;673;7.76808285713;8.361865865190065;6;1;1;"rvnd"
134792339;5576109;1429;24.6798958778;24.173189405013424;7;1;1;"rvnd"
558778;170930;51;1.05547213554;3.2690458082255893;0;1;1;"rvnd"
8670796;1094353;90;1.11433005333;7.923216731712711;1;1;1;"rvnd"
13437654;7199400;63;1.13154196739;1.8664963746978915;2;1;1;"rvnd"
16801647;6160857;160;1.43833303452;2.727160685599422;3;1;1;"rvnd"
33439101;2017592;613;4.0298140049;16.573767639839968;4;1;1;"rvnd"
83873134;15078326;576;5.32174110413;5.562496393830456;5;1;1;"rvnd"
28536548;3444010;723;8.41345500946;8.28584934422374;6;1;1;"rvnd"
134792339;5522142;2925;46.6109549999;24.409430072605883;7;1;1;"rvnd"
558778;141955;47;1.05390501022;3.936303758233243;0;1;1;"rvnd"
8670796;1040869;112;1.15365695953;8.330343203611598;1;1;1;"rvnd"
13437654;8125579;116;1.26081418991;1.6537472591183964;2;1;1;"rvnd"
16801647;6158829;224;1.62082600594;2.7280586942745124;3;1;1;"rvnd"
33439101;1990907;1151;6.44622802734;16.795913118995514;4;1;1;"rvnd"
83873134;15132162;770;6.73536705971;5.542706587465823;5;1;1;"rvnd"
28536548;3343141;826;9.04799604416;8.535849370397479;6;1;1;"rvnd"
134792339;5514099;1069;18.3894920349;24.44503426579755;7;1;1;"rvnd"
558778;138200;98;1.13230800629;4.0432561505065125;0;1;1;"rvnd"
8670796;1119205;65;1.10438704491;7.74728132915775;1;1;1;"rvnd"
13437654;8131083;104;1.23799991608;1.6526278233785094;2;1;1;"rvnd"
16801647;6274072;344;1.98072195053;2.677949344540515;3;1;1;"rvnd"
33439101;1962476;441;3.17036604881;17.03924073466376;4;1;1;"rvnd"
83873134;15140131;335;3.50698304176;5.539789186764632;5;1;1;"rvnd"
28536548;3452064;554;6.63482999802;8.26651765436562;6;1;1;"rvnd"
134792339;5738471;1106;19.4129109383;23.489242866261762;7;1;1;"rvnd"
558778;178798;75;1.10335302353;3.125191556952539;0;1;1;"rvnd"
8670796;1016420;205;1.28458595276;8.530721552114283;1;1;1;"rvnd"
13437654;8163914;100;1.20757389069;1.6459818170549076;2;1;1;"rvnd"
16801647;6370661;176;1.48878383636;2.6373475217092857;3;1;1;"rvnd"
33439101;2003935;978;5.60032105446;16.686719379620598;4;1;1;"rvnd"
83873134;15751490;589;5.37958288193;5.324774608624327;5;1;1;"rvnd"
28536548;3437720;764;8.85049915314;8.301009971725446;6;1;1;"rvnd"
134792339;5611712;2518;39.8029370308;24.01982478787222;7;1;1;"rvnd"
558778;138107;72;1.09142208099;4.045978842491691;0;1;1;"rvnd"
8670796;1033101;133;1.18736386299;8.392979970012613;1;1;1;"rvnd"
13437654;8163914;102;1.22726988792;1.6459818170549076;2;1;1;"rvnd"
16801647;6224248;317;1.88219594955;2.6993858535199755;3;1;1;"rvnd"
33439101;1955335;414;3.00268697739;17.101469057731794;4;1;1;"rvnd"
83873134;15529128;738;6.37055397034;5.401020198944847;5;1;1;"rvnd"
28536548;3417247;830;8.98288583755;8.350741986166057;6;1;1;"rvnd"
134792339;5554308;2495;39.4555540085;24.26807065794695;7;1;1;"rvnd"
558778;147770;60;1.06907606125;3.781403532516749;0;1;1;"rvnd"
8670796;1046559;214;1.30503201485;8.285052252190273;1;1;1;"rvnd"
13437654;7200972;39;1.07470393181;1.8660889113303036;2;1;1;"rvnd"
16801647;6476750;129;1.36335206032;2.5941478364920676;3;1;1;"rvnd"
33439101;1987558;639;4.12153100967;16.824213934888945;4;1;1;"rvnd"
83873134;15111672;384;3.88047909737;5.550221974113784;5;1;1;"rvnd"
28536548;3505450;766;8.44848489761;8.140623315123593;6;1;1;"rvnd"
134792339;5504426;2691;43.0310540199;24.487991845107917;7;1;1;"rvnd"
558778;134550;72;1.10109901428;4.152939427722036;0;1;1;"rvnd"
8670796;1062014;173;1.25076794624;8.164483707371089;1;1;1;"rvnd"
13437654;8116713;143;1.31889915466;1.655553670556049;2;1;1;"rvnd"
16801647;5898919;426;2.21815180779;2.848258638574288;3;1;1;"rvnd"
33439101;1959445;426;3.05111718178;17.06559816682785;4;1;1;"rvnd"
83873134;15078326;576;5.31227016449;5.562496393830456;5;1;1;"rvnd"
28536548;3419631;601;7.00768280029;8.344920256015927;6;1;1;"rvnd"
134792339;5481519;1250;21.883204937;24.590325966214838;7;1;1;"rvnd"
558778;138477;62;1.07863712311;4.035168295095937;0;1;1;"rvnd"
8670796;1013323;98;1.14614701271;8.556793835726614;1;1;1;"rvnd"
13437654;8122725;155;1.33746004105;1.6543283196218017;2;1;1;"rvnd"
16801647;6079240;288;1.82181096077;2.7637742546765716;3;1;1;"rvnd"
33439101;1968785;653;4.22723913193;16.9846382413519;4;1;1;"rvnd"
83873134;15216153;555;5.14756393433;5.512111635575693;5;1;1;"rvnd"
28536548;3444010;723;8.17630600929;8.28584934422374;6;1;1;"rvnd"
134792339;5635344;3159;49.7366170883;23.919096864361784;7;1;1;"rvnd"
558778;139087;34;1.04596400261;4.017471079252554;0;1;1;"rvnd"
8670796;1011286;107;1.15347480774;8.574029503028816;1;1;1;"rvnd"
13437654;8122062;104;1.22735190392;1.6544633616438782;2;1;1;"rvnd"
16801647;6125224;180;1.49685406685;2.743025724446975;3;1;1;"rvnd"
33439101;2010514;593;3.94072198868;16.632115468979574;4;1;1;"rvnd"
83873134;15275122;402;3.99022006989;5.4908323481802634;5;1;1;"rvnd"
28536548;3441585;747;8.61412501335;8.291687696221363;6;1;1;"rvnd"
134792339;5631115;1298;22.5894391537;23.93706024472951;7;1;1;"rvnd"
558778;141955;46;1.05484390259;3.936303758233243;0;1;1;"rvnd"
8670796;1120886;125;1.16328597069;7.735662681129035;1;1;1;"rvnd"
13437654;7204608;99;1.21355295181;1.8651471391642682;2;1;1;"rvnd"
16801647;6262276;239;1.69018912315;2.6829936911116663;3;1;1;"rvnd"
33439101;1987025;557;3.74483704567;16.82872686554019;4;1;1;"rvnd"
83873134;15289418;329;3.45865702629;5.485698278377895;5;1;1;"rvnd"
28536548;3426894;501;6.06664180756;8.327233932534826;6;1;1;"rvnd"
134792339;5438518;1468;25.5704491138;24.784755516116707;7;1;1;"rvnd"
558778;142676;53;1.06785202026;3.9164120104292244;0;1;1;"rvnd"
8670796;1094353;97;1.12830495834;7.923216731712711;1;1;1;"rvnd"
13437654;8126123;184;1.39696502686;1.6536365496805796;2;1;1;"rvnd"
16801647;6465263;181;1.51417398453;2.5987569260523506;3;1;1;"rvnd"
33439101;2094428;1269;6.97213101387;15.96574386897043;4;1;1;"rvnd"
83873134;15103247;379;3.8280570507;5.553318038167554;5;1;1;"rvnd"
28536548;3490002;750;8.26277804375;8.176656632288463;6;1;1;"rvnd"
134792339;5611395;2446;38.5748240948;24.021181720409988;7;1;1;"rvnd"
558778;139087;35;1.05798697472;4.017471079252554;0;1;1;"rvnd"
8670796;1017744;189;1.26045393944;8.519623795374867;1;1;1;"rvnd"
13437654;8163914;102;1.21975016594;1.6459818170549076;2;1;1;"rvnd"
16801647;6257601;281;1.79230499268;2.684998132670971;3;1;1;"rvnd"
33439101;1992413;977;5.62319397926;16.783217636102556;4;1;1;"rvnd"
83873134;15139300;767;6.70385503769;5.5400932671920105;5;1;1;"rvnd"
28536548;3490002;750;8.27021217346;8.176656632288463;6;1;1;"rvnd"
134792339;5479298;1264;22.092247963;24.600293504751885;7;1;1;"rvnd"
558778;142846;82;1.12614989281;3.911751116587094;0;1;1;"rvnd"
8670796;1042995;119;1.15750789642;8.313362959553977;1;1;1;"rvnd"
13437654;7199400;60;1.13034081459;1.8664963746978915;2;1;1;"rvnd"
16801647;6375957;192;1.54789090157;2.6351568870367226;3;1;1;"rvnd"
33439101;1987025;557;3.73247480392;16.82872686554019;4;1;1;"rvnd"
83873134;15059554;525;4.92614817619;5.569430143814352;5;1;1;"rvnd"
28536548;3444048;575;6.88790082932;8.285757922073095;6;1;1;"rvnd"
134792339;5577712;1614;27.5079259872;24.16624217958905;7;1;1;"rvnd"
558778;143433;62;1.07523083687;3.8957422629380964;0;1;1;"rvnd"
8670796;1051236;135;1.17514300346;8.248191652492874;1;1;1;"rvnd"
13437654;7150783;94;1.1984360218;1.8791863772121178;2;1;1;"rvnd"
16801647;6160857;177;1.4921901226;2.727160685599422;3;1;1;"rvnd"
33439101;1996778;578;3.83161091805;16.746529158474303;4;1;1;"rvnd"
83873134;15078326;576;5.2961730957;5.562496393830456;5;1;1;"rvnd"
28536548;3414834;1042;11.6817240715;8.356642811919993;6;1;1;"rvnd"
134792339;5546074;1342;23.2413029671;24.304100341971637;7;1;1;"rvnd"
558778;139087;35;1.04513216019;4.017471079252554;0;1;1;"rvnd"
8670796;1010068;125;1.17146492004;8.584368577165101;1;1;1;"rvnd"
13437654;8123335;188;1.40852189064;1.6542040922847574;2;1;1;"rvnd"
16801647;6585436;340;1.95029783249;2.5513340346789493;3;1;1;"rvnd"
33439101;1967754;508;3.45170092583;16.99353730191884;4;1;1;"rvnd"
83873134;15516122;815;6.88554406166;5.405547468626503;5;1;1;"rvnd"
28536548;3437701;764;8.82635998726;8.301055850988785;6;1;1;"rvnd"
134792339;5516739;947;16.4947018623;24.43333625172407;7;1;1;"rvnd"
558778;155034;90;1.11121511459;3.6042287498226195;0;1;1;"rvnd"
8670796;973426;178;1.24645781517;8.907504011604374;1;1;1;"rvnd"
13437654;8095981;97;1.2073700428;1.6597931739217273;2;1;1;"rvnd"
16801647;6473430;155;1.44134998322;2.5954782858546395;3;1;1;"rvnd"
33439101;1962455;443;3.17104101181;17.03942306957357;4;1;1;"rvnd"
83873134;15235041;523;4.89250302315;5.505277865678209;5;1;1;"rvnd"
28536548;3345936;1095;12.0266780853;8.528719019132463;6;1;1;"rvnd"
134792339;5608162;2165;34.412113905;24.035029480246827;7;1;1;"rvnd"
558778;149544;62;1.08012199402;3.7365457657946823;0;1;1;"rvnd"
8670796;1014533;93;1.1283659935;8.546588430341842;1;1;1;"rvnd"
13437654;8126123;216;1.46714401245;1.6536365496805796;2;1;1;"rvnd"
16801647;6095008;421;2.17183303833;2.756624273503825;3;1;1;"rvnd"
33439101;2048723;601;3.96596503258;16.321923949699396;4;1;1;"rvnd"
83873134;15010604;766;6.71214389801;5.587592211479298;5;1;1;"rvnd"
28536548;3413650;515;6.24134802818;8.35954125349699;6;1;1;"rvnd"
134792339;5655580;1221;21.6941030025;23.83351291998345;7;1;1;"rvnd"
558778;157488;76;1.09349989891;3.5480671543228692;0;1;1;"rvnd"
8670796;1069511;105;1.14945101738;8.107252753828618;1;1;1;"rvnd"
13437654;8122062;104;1.23311305046;1.6544633616438782;2;1;1;"rvnd"
16801647;6456265;195;1.55677914619;2.602378774725015;3;1;1;"rvnd"
33439101;1951812;671;4.2555308342;17.132337028361338;4;1;1;"rvnd"
