"initial";"final";"count";"time";"imp";"inum";"n";"w";"type"
16801647;6254907;239;2.72176098824;2.6861545663268855;3;4;4;"dvnd"
33439101;2029396;614;3.94741177559;16.477366172003887;4;4;4;"dvnd"
83873134;15401075;506;3.92559695244;5.44592724858492;5;4;4;"dvnd"
28536548;3459436;589;4.62929296494;8.24890184411563;6;4;4;"dvnd"
134792339;5636792;1410;8.98995804787;23.912952438195344;7;4;4;"dvnd"
558778;139340;60;2.44990301132;4.0101765465767185;0;4;4;"dvnd"
8670796;972645;154;2.70081281662;8.914656426548227;1;4;4;"dvnd"
13437654;7201817;72;2.53984999657;1.8658699603169588;2;4;4;"dvnd"
16801647;6269073;212;3.02720093727;2.6800847589428294;3;4;4;"dvnd"
33439101;2018874;706;4.2190451622;16.5632431741654;4;4;4;"dvnd"
83873134;15617873;539;4.06818199158;5.370330133943336;5;4;4;"dvnd"
28536548;3360050;768;5.13222312927;8.492893855746194;6;4;4;"dvnd"
134792339;5558266;1267;8.44682717323;24.250789544796884;7;4;4;"dvnd"
558778;140771;86;2.47701597214;3.969411313409722;0;4;4;"dvnd"
8670796;1019105;130;2.56953811646;8.508245960916687;1;4;4;"dvnd"
13437654;7416669;113;2.64638590813;1.811817946843792;2;4;4;"dvnd"
16801647;6419725;281;3.05324721336;2.617191079057125;3;4;4;"dvnd"
33439101;2020595;655;3.95164299011;16.549135774363492;4;4;4;"dvnd"
83873134;15396894;582;4.13527393341;5.4474060807329066;5;4;4;"dvnd"
28536548;3414480;585;4.63801598549;8.357509196129426;6;4;4;"dvnd"
134792339;5622921;1271;8.67832899094;23.971942518843854;7;4;4;"dvnd"
558778;138035;68;2.62535190582;4.048089252725758;0;4;4;"dvnd"
8670796;1036882;108;2.61506390572;8.362374889331669;1;4;4;"dvnd"
13437654;7195268;136;2.77634811401;1.8675682406826264;2;4;4;"dvnd"
16801647;6252444;250;2.9370470047;2.6872127123409664;3;4;4;"dvnd"
33439101;1995213;687;4.13188195229;16.75966475759731;4;4;4;"dvnd"
83873134;15018517;660;4.26890802383;5.584648204613012;5;4;4;"dvnd"
28536548;3382673;603;4.35145807266;8.436094177592691;6;4;4;"dvnd"
134792339;5570368;1413;9.2153069973;24.198103069671518;7;4;4;"dvnd"
558778;142547;73;2.51689195633;3.9199562249643978;0;4;4;"dvnd"
8670796;1057560;141;2.75537204742;8.19886909489769;1;4;4;"dvnd"
13437654;7139702;111;2.50618910789;1.882102922502928;2;4;4;"dvnd"
16801647;6096353;233;2.91001605988;2.756016096836912;3;4;4;"dvnd"
33439101;2041603;741;4.01489710808;16.37884593625695;4;4;4;"dvnd"
83873134;15256708;473;3.80695199966;5.497459478152168;5;4;4;"dvnd"
28536548;3466525;691;4.83312106133;8.232032943653948;6;4;4;"dvnd"
134792339;5546245;1312;8.59525799751;24.303351005950873;7;4;4;"dvnd"
558778;137005;71;2.63042712212;4.078522681653954;0;4;4;"dvnd"
8670796;988914;158;2.53646492958;8.767998026117539;1;4;4;"dvnd"
13437654;7220936;101;2.44942498207;1.8609296634120562;2;4;4;"dvnd"
16801647;6115142;268;2.84041714668;2.7475481354316873;3;4;4;"dvnd"
33439101;2001785;723;4.04268884659;16.704641607365428;4;4;4;"dvnd"
83873134;15543391;488;3.94572496414;5.396064089232524;5;4;4;"dvnd"
28536548;3377128;694;4.80965209007;8.449945634278594;6;4;4;"dvnd"
134792339;5626552;1338;8.78590583801;23.956472631906717;7;4;4;"dvnd"
558778;172184;40;2.39936304092;3.2452376527435765;0;4;4;"dvnd"
8670796;1004035;119;2.64230012894;8.635949941984094;1;4;4;"dvnd"
13437654;7422931;162;3.87421894073;1.8102894934628921;2;4;4;"dvnd"
16801647;6254281;249;3.00555181503;2.686423427409162;3;4;4;"dvnd"
33439101;2011949;748;4.15315008163;16.6202527996485;4;4;4;"dvnd"
83873134;15430221;405;3.46245789528;5.435640487586017;5;4;4;"dvnd"
28536548;3437143;611;4.42067193985;8.302403478703097;6;4;4;"dvnd"
134792339;5673024;1286;8.70276904106;23.760227173373494;7;4;4;"dvnd"
558778;146666;69;2.2181520462;3.8098673175787163;0;4;4;"dvnd"
8670796;1018057;109;2.74225497246;8.517004450634886;1;4;4;"dvnd"
13437654;7149319;118;2.6464240551;1.879571187129851;2;4;4;"dvnd"
16801647;6327411;219;2.65473604202;2.6553746864238787;3;4;4;"dvnd"
33439101;2003211;713;3.99494481087;16.692750289410352;4;4;4;"dvnd"
83873134;15410493;587;4.24896812439;5.442599013542266;5;4;4;"dvnd"
28536548;3401819;711;4.97736096382;8.388614444213522;6;4;4;"dvnd"
134792339;5542566;1259;8.33248496056;24.31948288933321;7;4;4;"dvnd"
558778;138159;98;2.64991784096;4.044456025304179;0;4;4;"dvnd"
8670796;1005790;144;2.55939888954;8.620881098440032;1;4;4;"dvnd"
13437654;7208103;101;2.80229496956;1.8642427834341435;2;4;4;"dvnd"
16801647;6346154;267;3.04421496391;2.647532190362856;3;4;4;"dvnd"
33439101;2011138;635;4.06931710243;16.626954987673646;4;4;4;"dvnd"
83873134;15469229;450;3.45676517487;5.4219336981823725;5;4;4;"dvnd"
28536548;3424199;610;4.47341990471;8.333787843521945;6;4;4;"dvnd"
134792339;5603210;1227;8.23322606087;24.05627113743729;7;4;4;"dvnd"
558778;147996;68;2.41646289825;3.7756290710559743;0;4;4;"dvnd"
8670796;973934;118;2.67171502113;8.902857893861391;1;4;4;"dvnd"
13437654;7433490;107;2.62330889702;1.80771804361074;2;4;4;"dvnd"
16801647;6357449;351;3.19351601601;2.6428284363744012;3;4;4;"dvnd"
33439101;2004437;697;4.14420390129;16.682540284379105;4;4;4;"dvnd"
83873134;15110550;570;4.21631598473;5.550634093398321;5;4;4;"dvnd"
28536548;3387349;580;4.23641180992;8.424448735574634;6;4;4;"dvnd"
134792339;5509824;1263;8.73388290405;24.46400084648802;7;4;4;"dvnd"
558778;151101;70;2.49500894547;3.6980430308204446;0;4;4;"dvnd"
8670796;1085314;96;2.38762307167;7.989204967410354;1;4;4;"dvnd"
13437654;7421382;141;2.76644706726;1.8106673393176635;2;4;4;"dvnd"
16801647;6253940;235;2.824229002;2.686569906331049;3;4;4;"dvnd"
33439101;2020039;722;4.14203095436;16.553690795078708;4;4;4;"dvnd"
83873134;15583918;471;3.77302980423;5.382031270955096;5;4;4;"dvnd"
28536548;3432223;602;4.4774491787;8.314304752342723;6;4;4;"dvnd"
134792339;5493125;1280;9.05963110924;24.53837096370463;7;4;4;"dvnd"
558778;141437;55;2.33926510811;3.9507201085995884;0;4;4;"dvnd"
8670796;1001852;206;2.62958097458;8.654767370829225;1;4;4;"dvnd"
13437654;7193400;129;2.52070212364;1.8680532154474936;2;4;4;"dvnd"
16801647;6058118;276;2.98554182053;2.7734103231399585;3;4;4;"dvnd"
33439101;2041010;647;3.83226108551;16.383604685915305;4;4;4;"dvnd"
83873134;15452686;408;3.45518398285;5.4277381938648075;5;4;4;"dvnd"
28536548;3461058;709;4.98982214928;8.24503605544894;6;4;4;"dvnd"
134792339;5583328;1355;8.72358417511;24.141934523638948;7;4;4;"dvnd"
558778;139087;67;2.56458210945;4.017471079252554;0;4;4;"dvnd"
8670796;996950;145;2.55311608315;8.69732283464567;1;4;4;"dvnd"
13437654;7140631;95;2.74527597427;1.881858059882943;2;4;4;"dvnd"
16801647;6203201;255;2.98981308937;2.7085446691151875;3;4;4;"dvnd"
33439101;2013261;715;4.19806909561;16.609421729224376;4;4;4;"dvnd"
83873134;15654597;589;4.27836990356;5.357731917340319;5;4;4;"dvnd"
28536548;3405251;577;4.17055296898;8.38015993534691;6;4;4;"dvnd"
134792339;5718137;1211;7.79543709755;23.572771866081556;7;4;4;"dvnd"
558778;147064;58;2.64076399803;3.7995566556057225;0;4;4;"dvnd"
8670796;1024364;183;2.71345210075;8.464565330292748;1;4;4;"dvnd"
13437654;7178518;114;2.59898304939;1.8719259323442528;2;4;4;"dvnd"
16801647;6408359;285;3.0031349659;2.6218329840759544;3;4;4;"dvnd"
33439101;2027002;724;4.32256889343;16.496826840822063;4;4;4;"dvnd"
83873134;15237273;599;4.10605406761;5.504471436588424;5;4;4;"dvnd"
28536548;3418174;779;5.12994384766;8.348477286410814;6;4;4;"dvnd"
134792339;5584593;1310;8.64485788345;24.13646598776312;7;4;4;"dvnd"
558778;154318;76;2.30899095535;3.620951541621846;0;4;4;"dvnd"
8670796;964290;129;2.54414391518;8.991896628607577;1;4;4;"dvnd"
13437654;7203416;90;2.51211190224;1.8654557782030081;2;4;4;"dvnd"
16801647;6127660;274;3.06945300102;2.741935257504496;3;4;4;"dvnd"
33439101;1999419;692;4.13720607758;16.7244089407973;4;4;4;"dvnd"
83873134;15062632;588;4.37249493599;5.568292048826526;5;4;4;"dvnd"
28536548;3378924;576;4.45617103577;8.445454233359495;6;4;4;"dvnd"
134792339;5518152;1244;8.05759191513;24.427079754236562;7;4;4;"dvnd"
558778;139340;77;2.59287309647;4.0101765465767185;0;4;4;"dvnd"
8670796;1026973;121;2.40426206589;8.443061307356668;1;4;4;"dvnd"
13437654;7407761;90;2.56561994553;1.8139966988675795;2;4;4;"dvnd"
16801647;5919850;286;2.94616889954;2.8381879608436025;3;4;4;"dvnd"
33439101;1998904;714;4.1034719944;16.72871783737488;4;4;4;"dvnd"
83873134;15667441;499;3.64796686172;5.35333970620984;5;4;4;"dvnd"
28536548;3368744;758;5.08335208893;8.4709755327208;6;4;4;"dvnd"
134792339;5564701;1291;8.65381288528;24.22274601995687;7;4;4;"dvnd"
558778;144516;53;2.51445817947;3.866547648703258;0;4;4;"dvnd"
8670796;1014849;118;2.56823921204;8.543927224641301;1;4;4;"dvnd"
13437654;7162548;103;2.52140498161;1.8760996784943011;2;4;4;"dvnd"
16801647;6413113;272;2.84519791603;2.619889435910454;3;4;4;"dvnd"
33439101;2018643;714;4.07208299637;16.56513856090453;4;4;4;"dvnd"
83873134;15234071;593;4.42743992805;5.505628403596123;5;4;4;"dvnd"
28536548;3457074;687;4.81286597252;8.254537796992485;6;4;4;"dvnd"
134792339;5642592;1248;8.55482506752;23.88837240048545;7;4;4;"dvnd"
558778;148364;68;2.54041981697;3.766264053274379;0;4;4;"dvnd"
8670796;1036670;161;2.83074307442;8.364085002942113;1;4;4;"dvnd"
13437654;7209412;111;2.49818515778;1.8639042962172228;2;4;4;"dvnd"
16801647;6156982;286;3.01066493988;2.7288770699670715;3;4;4;"dvnd"
33439101;2016207;914;4.41427707672;16.585152714974207;4;4;4;"dvnd"
83873134;15151425;645;4.27198314667;5.535659781175698;5;4;4;"dvnd"
28536548;3375342;637;4.67674398422;8.454416767249066;6;4;4;"dvnd"
134792339;5556985;1321;8.63333916664;24.256379853463702;7;4;4;"dvnd"
558778;141147;57;2.67680001259;3.95883724060731;0;2;6;"dvnd"
8670796;1005468;130;2.71847105026;8.623641925948911;1;2;6;"dvnd"
13437654;7200972;62;2.67018914223;1.8660889113303036;2;2;6;"dvnd"
16801647;6321948;264;2.99709200859;2.6576692816834306;3;2;6;"dvnd"
33439101;2057397;678;2.92886900902;16.253110605293973;4;2;6;"dvnd"
83873134;15271616;529;3.94388198853;5.492092912760509;5;2;6;"dvnd"
28536548;3407184;593;4.61352801323;8.375405613550662;6;2;6;"dvnd"
134792339;5529636;1130;7.97818613052;24.376349365491688;7;2;6;"dvnd"
558778;139425;65;2.77325081825;4.0077317554240635;0;2;6;"dvnd"
8670796;1110171;76;2.7786898613;7.81032471574199;1;2;6;"dvnd"
13437654;7433490;93;2.6875;1.80771804361074;2;2;6;"dvnd"
16801647;5942915;274;3.08005094528;2.827172692188934;3;2;6;"dvnd"
33439101;2036181;701;3.72140598297;16.422459987594422;4;2;6;"dvnd"
83873134;15201006;609;3.07709503174;5.5176041638296836;5;2;6;"dvnd"
28536548;3405219;514;4.11737322807;8.38023868655731;6;2;6;"dvnd"
134792339;5537576;1230;8.44343805313;24.341397571789535;7;2;6;"dvnd"
558778;141895;48;2.68629193306;3.9379682159343177;0;2;6;"dvnd"
8670796;1040356;89;2.68957614899;8.334450899499787;1;2;6;"dvnd"
13437654;7200972;64;2.6860871315;1.8660889113303036;2;2;6;"dvnd"
16801647;6036977;318;2.07020115852;2.78312257939694;3;2;6;"dvnd"
33439101;2007389;787;4.30032801628;16.658007491323307;4;2;6;"dvnd"
83873134;15366997;645;4.36863803864;5.458004189107345;5;2;6;"dvnd"
28536548;3377258;649;4.65125393867;8.449620372503373;6;2;6;"dvnd"
134792339;5570422;1325;8.98781490326;24.1978684918306;7;2;6;"dvnd"
558778;140531;91;1.58611607552;3.9761903067650555;0;2;6;"dvnd"
8670796;1014179;125;2.66748905182;8.549571623944097;1;2;6;"dvnd"
13437654;7409834;123;2.7091050148;1.8134892090700008;2;2;6;"dvnd"
16801647;6154124;299;3.09220600128;2.730144371481628;3;2;6;"dvnd"
33439101;2026701;599;3.8046810627;16.49927690369719;4;2;6;"dvnd"
83873134;14841526;681;4.45446205139;5.651247317829716;5;2;6;"dvnd"
28536548;3388687;625;4.46730899811;8.421122399324576;6;2;6;"dvnd"
134792339;5762233;1255;7.64858913422;23.392379134963825;7;2;6;"dvnd"
558778;138200;87;2.81925988197;4.0432561505065125;0;2;6;"dvnd"
8670796;1038975;88;2.72178292274;8.345529006953969;1;2;6;"dvnd"
13437654;7202568;52;2.55380487442;1.8656754091040861;2;2;6;"dvnd"
16801647;6294872;309;3.32627391815;2.6691006584407115;3;2;6;"dvnd"
33439101;1965170;643;3.70683288574;17.015882086537044;4;2;6;"dvnd"
83873134;15207741;613;4.12124586105;5.515160601433178;5;2;6;"dvnd"
28536548;3414265;729;5.03980278969;8.3580354776211;6;2;6;"dvnd"
134792339;5478436;1148;8.03783082962;24.60416421767088;7;2;6;"dvnd"
558778;136860;74;2.76150107384;4.082843781966973;0;2;6;"dvnd"
8670796;1003290;105;2.7666311264;8.642362626957311;1;2;6;"dvnd"
13437654;7200240;85;1.54021406174;1.866278624045865;2;2;6;"dvnd"
16801647;6002742;268;3.12844991684;2.7989953591208816;3;2;6;"dvnd"
33439101;2006506;642;3.92311906815;16.665338154981843;4;2;6;"dvnd"
83873134;15279081;556;3.97496700287;5.489409605198114;5;2;6;"dvnd"
28536548;3467759;675;4.74093699455;8.229103579574014;6;2;6;"dvnd"
134792339;5616044;1206;7.52894711494;24.001296820324058;7;2;6;"dvnd"
558778;147252;79;2.7621178627;3.7947056746258117;0;2;6;"dvnd"
8670796;999932;142;2.69906401634;8.671385654224487;1;2;6;"dvnd"
13437654;7403112;111;2.90789294243;1.8151358509772646;2;2;6;"dvnd"
16801647;6215091;265;2.97982788086;2.703362991788857;3;2;6;"dvnd"
33439101;1999195;604;3.62810301781;16.726282828838606;4;2;6;"dvnd"
83873134;15183910;512;3.71023607254;5.5238165926958205;5;2;6;"dvnd"
28536548;3428917;673;4.80852413177;8.322321012727926;6;2;6;"dvnd"
134792339;5587618;1235;8.4812810421;24.12339909421152;7;2;6;"dvnd"
558778;142066;92;2.76719594002;3.933228217870567;0;2;6;"dvnd"
8670796;1010586;147;2.72856903076;8.579968453946522;1;2;6;"dvnd"
13437654;7200240;85;2.6487891674;1.866278624045865;2;2;6;"dvnd"
16801647;6228940;356;3.2733271122;2.697352519048185;3;2;6;"dvnd"
33439101;1999346;520;3.567248106;16.725019581403117;4;2;6;"dvnd"
83873134;15414742;629;3.10056018829;5.441098787122094;5;2;6;"dvnd"
28536548;3489847;644;3.70576691628;8.177019794850604;6;2;6;"dvnd"
134792339;5530433;1348;8.94893622398;24.372836448791624;7;2;6;"dvnd"
558778;142857;52;2.72710895538;3.9114499114499113;0;2;6;"dvnd"
8670796;1053760;126;2.81476902962;8.228435317339812;1;2;6;"dvnd"
13437654;7433490;78;2.6082367897;1.80771804361074;2;2;6;"dvnd"
16801647;6392122;252;2.95933008194;2.6284928541726833;3;2;6;"dvnd"
33439101;2001542;592;3.82904005051;16.70666965769392;4;2;6;"dvnd"
83873134;14952110;528;2.9415230751;5.609451375090205;5;2;6;"dvnd"
28536548;3420258;718;5.02689599991;8.343390469373947;6;2;6;"dvnd"
134792339;5561359;1184;8.29443311691;24.237302249324312;7;2;6;"dvnd"
558778;144808;64;2.70686912537;3.8587508977404563;0;2;6;"dvnd"
8670796;1011650;106;2.6944038868;8.570944496614441;1;2;6;"dvnd"
13437654;7433490;86;2.77063298225;1.80771804361074;2;2;6;"dvnd"
16801647;6162542;261;3.06258606911;2.726415008611706;3;2;6;"dvnd"
33439101;2007738;678;4.00799298286;16.655111872166586;4;2;6;"dvnd"
83873134;15174386;547;3.77786803246;5.5272835421479325;5;2;6;"dvnd"
28536548;3409816;652;4.76923799515;8.368940728766596;6;2;6;"dvnd"
134792339;5698550;1260;8.60638809204;23.65379596564038;7;2;6;"dvnd"
558778;138131;102;2.81301522255;4.045275861320051;0;2;6;"dvnd"
8670796;1041578;100;2.68767094612;8.324672756145002;1;2;6;"dvnd"
13437654;7200972;62;2.67953801155;1.8660889113303036;2;2;6;"dvnd"
16801647;6385719;264;3.13356208801;2.631128460240734;3;2;6;"dvnd"
33439101;2016386;563;3.70584797859;16.58368040643012;4;2;6;"dvnd"
83873134;15282539;539;4.09645009041;5.488167509338599;5;2;6;"dvnd"
28536548;3384729;565;4.13945579529;8.430969805854472;6;2;6;"dvnd"
134792339;5583617;1180;8.33004403114;24.140684971766508;7;2;6;"dvnd"
558778;138092;59;2.73626494408;4.0464183298091125;0;2;6;"dvnd"
8670796;1040462;87;2.65373802185;8.333601803814075;1;2;6;"dvnd"
13437654;7193052;86;2.72326016426;1.8681435918995164;2;2;6;"dvnd"
16801647;6133844;252;2.96492600441;2.739170901640146;3;2;6;"dvnd"
33439101;2022303;651;3.79065203667;16.535158678002258;4;2;6;"dvnd"
83873134;15326377;516;3.9015982151;5.47246971675041;5;2;6;"dvnd"
28536548;3446766;714;5.09476494789;8.27922406104737;6;2;6;"dvnd"
134792339;5623201;1343;9.00632190704;23.970748867059882;7;2;6;"dvnd"
558778;138200;116;2.79761695862;4.0432561505065125;0;2;6;"dvnd"
8670796;986583;110;2.69606494904;8.788714178127943;1;2;6;"dvnd"
13437654;7200972;63;2.66107487679;1.8660889113303036;2;2;6;"dvnd"
16801647;6302091;297;3.06553602219;2.666043222797005;3;2;6;"dvnd"
33439101;1999569;679;3.60710096359;16.723154339760217;4;2;6;"dvnd"
83873134;15139900;555;4.08253097534;5.539873711186996;5;2;6;"dvnd"
28536548;3435759;602;4.45639300346;8.305747871139973;6;2;6;"dvnd"
134792339;5586389;1151;7.91656804085;24.128706217916438;7;2;6;"dvnd"
558778;142803;35;2.60531401634;3.9129290000910344;0;2;6;"dvnd"
8670796;995831;82;2.7724211216;8.707095882735123;1;2;6;"dvnd"
13437654;7199400;62;2.62679505348;1.8664963746978915;2;2;6;"dvnd"
16801647;6269858;324;3.21732211113;2.679749206441358;3;2;6;"dvnd"
33439101;1987005;729;4.22209501266;16.82889625340651;4;2;6;"dvnd"
83873134;15223508;479;3.57242512703;5.5094485449739965;5;2;6;"dvnd"
28536548;3451310;866;5.65861606598;8.268323622044962;6;2;6;"dvnd"
134792339;5530007;1197;8.13272500038;24.374713992224603;7;2;6;"dvnd"
558778;142803;37;2.5776219368;3.9129290000910344;0;2;6;"dvnd"
8670796;989262;92;2.68291378021;8.764913642695262;1;2;6;"dvnd"
13437654;7199400;67;2.68021512032;1.8664963746978915;2;2;6;"dvnd"
16801647;6089116;264;3.09070491791;2.759291660727107;3;2;6;"dvnd"
33439101;2009588;687;4.16700601578;16.63977939756806;4;2;6;"dvnd"
83873134;15534870;480;3.79453778267;5.399023873389349;5;2;6;"dvnd"
28536548;3385819;624;4.41360998154;8.42825561555417;6;2;6;"dvnd"
134792339;5529176;1288;8.71972990036;24.378377356770702;7;2;6;"dvnd"
558778;156043;82;2.89238786697;3.5809232070647194;0;2;6;"dvnd"
8670796;996229;88;2.66459298134;8.703617340992885;1;2;6;"dvnd"
13437654;7199400;94;2.83531498909;1.8664963746978915;2;2;6;"dvnd"
16801647;6382797;231;3.14971709251;2.6323329725197278;3;2;6;"dvnd"
33439101;1998971;633;3.68539977074;16.728157136846907;4;2;6;"dvnd"
83873134;15490496;397;3.37118697166;5.4144898910919315;5;2;6;"dvnd"
28536548;3395593;714;5.01322293282;8.403995414055807;6;2;6;"dvnd"
134792339;5609477;1202;8.46053099632;24.029395075512387;7;2;6;"dvnd"
558778;142722;84;2.6922121048;3.9151497316461374;0;2;6;"dvnd"
8670796;1009964;119;2.72293806076;8.585252543655022;1;2;6;"dvnd"
13437654;7417966;150;2.87336277962;1.811501158134184;2;2;6;"dvnd"
16801647;6335241;279;3.10546302795;2.652092793312835;3;2;6;"dvnd"
33439101;2004800;688;3.81731987;16.6795196528332;4;2;6;"dvnd"
83873134;15481694;634;4.15976691246;5.4175682583572575;5;2;6;"dvnd"
28536548;3423621;581;4.26779103279;8.335194812743584;6;2;6;"dvnd"
134792339;5632485;1194;8.39507007599;23.931237988205915;7;2;6;"dvnd"
558778;141042;83;2.71241307259;3.9617844330057714;0;2;6;"dvnd"
8670796;1055854;98;2.75272989273;8.212116447917989;1;2;6;"dvnd"
13437654;7433490;85;2.68005394936;1.80771804361074;2;2;6;"dvnd"
16801647;6031054;289;3.03111195564;2.7858558387969996;3;2;6;"dvnd"
33439101;1998806;676;4.038022995;16.72953803420642;4;2;6;"dvnd"
83873134;14880868;543;4.04589891434;5.636306564912745;5;2;6;"dvnd"
28536548;3439599;808;4.09297609329;8.296475257726264;6;2;6;"dvnd"
134792339;5583917;1280;8.5413081646;24.139387995917563;7;2;6;"dvnd"
558778;146320;71;2.7221019268;3.8188764352104974;0;2;6;"dvnd"
8670796;988363;185;2.75689315796;8.772886075257775;1;2;6;"dvnd"
13437654;7199400;78;2.75635790825;1.8664963746978915;2;2;6;"dvnd"
16801647;6352562;223;2.81009817123;2.644861553496054;3;2;6;"dvnd"
33439101;2011565;645;3.73860192299;16.623425541804515;4;2;6;"dvnd"
83873134;15434723;459;3.64074397087;5.434055019970232;5;2;6;"dvnd"
28536548;3429360;692;4.79034399986;8.321245946765577;6;2;6;"dvnd"
134792339;5545191;1119;7.76242399216;24.30797045584183;7;2;6;"dvnd"
558778;154784;70;2.81474804878;3.6100501343808147;0;2;6;"dvnd"
8670796;1007518;155;2.81463503838;8.606095374970968;1;2;6;"dvnd"
13437654;7200972;69;2.68830990791;1.8660889113303036;2;2;6;"dvnd"
16801647;6158941;308;3.16489911079;2.728009084678681;3;2;6;"dvnd"
33439101;1982281;775;3.06649398804;16.86900141806333;4;2;6;"dvnd"
83873134;15468521;574;4.067070961;5.422181862118557;5;2;6;"dvnd"
28536548;3424744;714;3.79634785652;8.332461638008564;6;2;6;"dvnd"
134792339;5555196;1400;8.32389807701;24.264191398467307;7;2;6;"dvnd"
558778;141200;110;2.74225783348;3.9573512747875355;0;2;6;"dvnd"
8670796;996130;75;2.60020518303;8.704482346681658;1;2;6;"dvnd"
13437654;7211756;143;2.95235204697;1.8632984809802218;2;2;6;"dvnd"
16801647;6396214;273;3.05091500282;2.6268112667900105;3;2;6;"dvnd"
33439101;2012471;594;3.78419804573;16.615941794937665;4;2;6;"dvnd"
83873134;15314527;514;3.98526716232;5.476704177673917;5;2;6;"dvnd"
28536548;3416565;717;4.82977199554;8.352408925338754;6;2;6;"dvnd"
134792339;5625080;1290;7.8748190403;23.962741685451586;7;2;6;"dvnd"
558778;147352;73;2.77126312256;3.7921304088169823;0;2;6;"dvnd"
8670796;1019696;109;2.80481505394;8.50331471340478;1;2;6;"dvnd"
13437654;7200972;84;2.77927899361;1.8660889113303036;2;2;6;"dvnd"
16801647;6385688;271;3.19292998314;2.631141233333041;3;2;6;"dvnd"
33439101;1966223;712;3.97196888924;17.00676932372371;4;2;6;"dvnd"
83873134;15347800;630;4.19664120674;5.464831050704335;5;2;6;"dvnd"
28536548;3406202;658;4.48299503326;8.377820223228099;6;2;6;"dvnd"
134792339;5550314;1236;7.46966981888;24.28553393555752;7;2;6;"dvnd"
558778;150202;110;2.76168894768;3.7201768285375696;0;2;6;"dvnd"
8670796;1015029;128;2.79678416252;8.542412088718647;1;2;6;"dvnd"
13437654;7192320;72;2.85554504395;1.8683337226374799;2;2;6;"dvnd"
16801647;6084230;330;3.16002106667;2.7615075366973305;3;2;6;"dvnd"
33439101;2006486;576;3.64934802055;16.665504269653514;4;2;6;"dvnd"
83873134;15279111;542;3.97219991684;5.4893988269343685;5;2;6;"dvnd"
28536548;3487684;606;4.48739600182;8.182091038064229;6;2;6;"dvnd"
134792339;5661288;994;7.11554288864;23.80948275374791;7;2;6;"dvnd"
558778;140267;71;2.63993000984;3.9836739931701683;0;2;6;"dvnd"
8670796;1007720;101;2.66612291336;8.604370261580598;1;2;6;"dvnd"
13437654;7199400;71;2.66787099838;1.8664963746978915;2;2;6;"dvnd"
16801647;6470618;271;3.02351903915;2.596606228338622;3;2;6;"dvnd"
33439101;2005901;757;3.01478004456;16.67036458927933;4;2;6;"dvnd"
83873134;15045452;552;3.86022496223;5.5746503328713555;5;2;6;"dvnd"
28536548;3396388;561;4.24810600281;8.402028272388195;6;2;6;"dvnd"
134792339;5517020;1257;8.48277497292;24.43209178143273;7;2;6;"dvnd"
558778;149159;76;2.65289497375;3.7461903069878453;0;2;6;"dvnd"
8670796;1009791;95;2.66140818596;8.586723391276017;1;2;6;"dvnd"
13437654;7200972;73;2.78115510941;1.8660889113303036;2;2;6;"dvnd"
16801647;6189034;270;3.03769898415;2.714744659667405;3;2;6;"dvnd"
33439101;2024110;592;3.7568860054;16.520397112805135;4;2;6;"dvnd"
83873134;15366737;514;3.8465590477;5.458096536694811;5;2;6;"dvnd"
28536548;3375150;772;5.08033895493;8.454897708250003;6;2;6;"dvnd"
134792339;5545262;1226;8.27008295059;24.307659223315326;7;2;6;"dvnd"
558778;136816;86;2.78571796417;4.084156823763302;0;2;6;"dvnd"
8670796;1057391;114;2.69509196281;8.200179498406929;1;2;6;"dvnd"
13437654;7433490;90;2.65240812302;1.80771804361074;2;2;6;"dvnd"
16801647;6333510;257;2.88087010384;2.6528176319292145;3;2;6;"dvnd"
33439101;2027780;648;3.69140696526;16.490497489865763;4;2;6;"dvnd"
83873134;15250765;614;4.29472517967;5.49960175768232;5;2;6;"dvnd"
28536548;3379809;558;4.19982790947;8.44324279863152;6;2;6;"dvnd"
134792339;5596480;1234;8.69413900375;24.085199804162617;7;2;6;"dvnd"
558778;142803;36;2.66378903389;3.9129290000910344;0;2;6;"dvnd"
8670796;1074458;145;2.66430902481;8.069925488013492;1;2;6;"dvnd"
13437654;7195054;164;2.85484695435;1.8676237871182064;2;2;6;"dvnd"
16801647;6371028;260;2.99163484573;2.6371955985753006;3;2;6;"dvnd"
33439101;1953140;567;3.50310492516;17.12068822511443;4;2;6;"dvnd"
83873134;15172192;495;3.61997795105;5.5280828241561935;5;2;6;"dvnd"
28536548;3391624;550;4.17200899124;8.41383007078615;6;2;6;"dvnd"
134792339;5622662;1093;7.62041902542;23.973046752588008;7;2;6;"dvnd"
558778;142803;35;2.59136009216;3.9129290000910344;0;2;6;"dvnd"
8670796;996780;138;2.77218699455;8.698806155821746;1;2;6;"dvnd"
13437654;7433490;77;2.71315693855;1.80771804361074;2;2;6;"dvnd"
16801647;6094765;314;3.13632202148;2.7567341808913057;3;2;6;"dvnd"
33439101;2011694;641;3.87690019608;16.62235956363145;4;2;6;"dvnd"
83873134;15223705;471;3.54004311562;5.509377250807211;5;2;6;"dvnd"
28536548;3419165;783;5.32343482971;8.34605759008413;6;2;6;"dvnd"
134792339;5635937;1075;7.60424304008;23.91658015339774;7;2;6;"dvnd"
558778;142803;36;2.55864095688;3.9129290000910344;0;2;6;"dvnd"
