in2initial;in5initial;in3initial;in0initial;in7initial;in6initial;in4initial;in1initial;in2final;in5final;in3final;in0final;in7final;in6final;in4final;in1final;in2time;in5time;in3time;in0time;in7time;in6time;in4time;in1time;in2count;in5count;in3count;in0count;in7count;in6count;in4count;in1count;in2imp;in5imp;in3imp;in0imp;in7imp;in6imp;in4imp;in1imp
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;14909919;6016540;138296;5648691;3400034;2035258;984490;3.02122616768;4.87591814995;3.70551204681;3.27571797371;9.68878698349;5.29670906067;4.4553399086;3.27109718323;76;541;188;78;1318;661;615;123;1.8664963747;5.62532459097;2.79257629801;4.0404494707;23.8625796667;8.39301842276;16.4299076579;8.80739875469
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;15335088;6466635;147264;5580138;3386896;2048560;1006839;3.10441493988;4.82150697708;3.62435007095;3.06228494644;8.68220615387;4.95194911957;4.89877796173;3.04000997543;91;580;199;69;1164;534;669;121;1.8664963747;5.46936111485;2.59820555822;3.79439645806;24.1557357542;8.42557551221;16.323222654;8.61189922123
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;15262437;6405768;138092;5582190;3379672;1993356;992408;3.68834996223;4.80745506287;3.42430400848;3.19785690308;9.22691297531;5.62551283836;4.24919295311;3.4413189888;56;570;175;67;1248;605;570;149;1.8664963747;5.49539591875;2.62289346102;4.04641832981;24.1468561622;8.44358505796;16.7752779734;8.73712827789
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7200972;15272137;6191891;151454;5619722;3431093;2019076;991356;3.48098993301;4.56984901428;3.38048887253;2.71394300461;9.31669712067;5.27454185486;4.61246800423;3.27465295792;77;476;217;50;1142;663;608;100;1.86608891133;5.49190555323;2.71349204952;3.68942385147;23.985588433;8.31704299475;16.5615860919;8.74639988057
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;14944740;6233604;150120;5597124;3394295;2027603;1019227;3.81413793564;4.51455903053;3.63497185707;2.94298100471;9.09685516357;5.62513589859;4.54639005661;4.22944402695;60;458;242;52;1202;683;625;93;1.8664963747;5.61221767659;2.69533435233;3.72220889955;24.082428583;8.40720915536;16.4919370311;8.50722753616
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7198668;15176573;5992487;142628;5623344;3395905;2025978;981569;4.20368409157;5.0287091732;3.31695103645;2.95261907578;8.67399096489;5.17635607719;4.62772393227;4.31582307816;66;552;238;46;1114;654;561;116;1.86668617027;5.52648704026;2.8037853065;3.91773003898;23.9701392979;8.40322329394;16.5051649129;8.83360823335
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199988;15269770;5861084;138136;5567991;3401970;2062149;997388;1.93563222885;4.4729309082;3.58622598648;3.09567403793;9.77870392799;4.27258300781;4.53760004044;3.25141811371;58;499;238;82;1303;437;547;123;1.86634394391;5.49275686536;2.86664497557;4.04512943766;24.208433347;8.38824210678;16.2156570645;8.69350343096
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;14915213;6207440;135088;5576303;3380244;2013650;991345;3.07507896423;4.45762395859;3.65415096283;3.15959692001;9.77343511581;5.22980213165;4.53353500366;4.28606200218;56;484;228;70;1318;562;620;122;1.8664963747;5.62332794041;2.70669503048;4.13639997631;24.1723484179;8.44215624671;16.6062130956;8.74649693094
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7207430;14917482;6340911;147441;5670407;3458367;1956914;1048216;3.38136911392;4.56922316551;3.61782193184;2.84622311592;7.90234494209;6.65915608406;4.73022484779;3.20387101173;88;427;194;45;1082;751;660;111;1.86441685871;5.62247261301;2.64972130976;3.78984136027;23.7711929673;8.25145162442;17.0876701787;8.27195539851
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7200240;14939423;6274638;151108;5491946;3461773;2038402;1071537;3.12727594376;5.02708101273;3.50916600227;2.83751416206;9.38505196571;4.666451931;4.07387804985;3.20168614388;73;619;222;41;1291;477;532;109;1.86627862405;5.61421508716;2.67770778171;3.69787172089;24.5436388122;8.24333311283;16.4045664202;8.09192403062
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7194624;15133657;6355345;142177;5597434;3425092;1970258;977738;3.11673688889;4.25894117355;4.55528688431;2.84492111206;8.36223602295;5.78411912918;5.44018912315;3.33866500854;60;425;249;53;986;712;708;106;1.86773540911;5.54215904325;2.64370337094;3.93015747976;24.0810948374;8.33161503399;16.9719402231;8.86822032078
13437654;83873134;16801647;558778;134792339;28536548;33439101;8670796;7199400;15147781;6251580;138159;5607515;3489026;1998677;1049371;3.13743901253;4.56625890732;3.77429699898;3.32109808922;9.62444710732;5.55472397804;4.05316305161;3.31307697296;66;502;237;60;1274;677;519;106;1.8664963747;5.53699145769;2.68758409874;4.0444560253;24.037802663;8.17894392303;16.7306178037;8.26285079348
