in1initial;in7initial;in2initial;in3initial;in0initial;in6initial;in5initial;in4initial;in1final;in7final;in2final;in3final;in0final;in6final;in5final;in4final;in1time;in7time;in2time;in3time;in0time;in6time;in5time;in4time;in1count;in7count;in2count;in3count;in0count;in6count;in5count;in4count
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1018582;5610863;7140352;6277108;144577;3405577;15251913;1984497;2.03485989571;8.25310301781;1.99892091751;2.22461509705;2.87867188454;4.73382592201;3.19011902809;4.08241796494;181;1268;91;245;65;618;484;678
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;998617;5624805;7202568;6072581;145195;3415598;15391327;2047223;3.1118478775;7.91602802277;3.01655983925;3.32687401772;1.82584619522;4.59226894379;3.95832705498;3.89732313156;168;1102;68;266;73;598;492;616
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;989690;5656068;7195940;6323141;153733;3438320;15141252;2021448;3.13803195953;7.91188001633;1.81105303764;2.17640113831;3.0126709938;4.55791306496;4.34309601784;4.31103301048;131;1105;112;214;77;540;529;675
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;974406;5558414;7412845;6040186;149099;3424332;15017234;1988067;2.93202710152;9.38454890251;1.95754098892;3.10140895844;2.94649505615;4.46001720428;4.3479180336;3.85569500923;110;1361;89;218;68;529;604;565
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1025204;5560558;7413082;6085060;136718;3415598;15158706;1979451;3.14531087875;9.52961015701;3.08842587471;3.07159996033;2.9219789505;5.11309099197;4.82416319847;3.5753030777;150;1389;90;157;79;651;736;745
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1017058;5571828;7201096;6080033;135088;3478115;15200357;2016284;3.04954314232;8.70762395859;2.95382618904;3.40428495407;2.93329191208;5.02884697914;3.80831098557;3.23744606972;120;1242;80;308;62;656;662;699
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1004990;5612061;7214917;6360837;135736;3387194;15198503;1993332;3.05148792267;8.38475990295;1.71394610405;3.30022883415;2.89239501953;4.72675085068;4.20335102081;4.26740407944;186;1158;77;233;70;656;552;646
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1024985;5587564;7144865;6165607;173712;3379870;15206524;1991772;2.94847106934;9.10771179199;3.08250403404;3.3641769886;2.96284103394;4.51065421104;4.36343789101;4.34340596199;135;1308;134;286;46;590;611;618
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;999113;5666449;7200972;6259949;138092;3468735;14994455;1993793;1.97158408165;9.26788592339;2.96704792976;3.28901696205;3.01213288307;3.75004696846;4.16303086281;3.05778098106;160;1282;82;244;78;593;539;574
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;993826;5506249;7172674;6270919;139381;3404143;15471967;1995639;2.93133997917;9.90753912926;3.00298810005;3.37537717819;2.92292404175;4.28502011299;4.29511594772;4.17982602119;106;1464;128;305;57;739;491;609
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1010780;5649901;7136394;6102945;138463;3430562;14923889;2021624;3.00015878677;9.42839097977;1.82880496979;3.35393500328;2.90525794029;5.4714910984;3.96984004974;3.99151206017;141;1344;104;320;60;773;531;582
8670796;134792339;13437654;16801647;558778;28536548;83873134;33439101;1064347;5605174;7419093;6198499;153014;3462034;15247497;2038929;1.94851112366;9.21055412292;3.04232788086;3.20186591148;1.8132519722;5.17901396751;4.10284900665;4.12309288979;91;1336;77;252;49;671;543;602
