in6initial;in4initial;in2initial;in7initial;in5initial;in3initial;in0initial;in1initial;in6final;in4final;in2final;in7final;in5final;in3final;in0final;in1final;in6time;in4time;in2time;in7time;in5time;in3time;in0time;in1time;in6count;in4count;in2count;in7count;in5count;in3count;in0count;in1count
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3438947;2008759;7419576;5640641;15203244;6065591;139340;1021782;4.24823689461;3.63842606544;1.88889312744;8.92334413528;3.69198298454;3.00903987885;1.71544098854;1.7498459816;544;611;138;1286;484;226;81;115
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3535306;2002668;7427142;5585526;15012055;6407964;158451;1017023;4.20358085632;4.31526398659;2.9027659893;8.02607917786;3.98625707626;3.19082784653;2.71990895271;2.88139009476;488;760;87;1314;517;289;48;131
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3380223;1993420;7429402;5614257;15391886;6047973;139259;1057956;5.10895085335;4.25206708908;2.96957397461;8.56393504143;3.70315694809;3.13829994202;2.92616200447;2.8565659523;687;732;93;1258;493;283;77;153
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3410972;1995970;7419186;5572316;15222357;5949517;142684;1054751;4.28397512436;3.78725004196;2.91797399521;10.074903965;3.76320409775;2.18765711784;2.7268679142;1.80358791351;552;625;116;1573;499;301;63;126
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3402409;2033303;7401993;5624750;15094026;6112641;149606;1008154;4.65538787842;3.78061008453;2.93279719353;9.32820701599;4.02619504929;3.01103997231;2.83507585526;2.82721710205;662;619;81;1423;582;245;85;134
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3385485;2031462;7422230;5617395;15504987;6255464;147203;1044788;5.05707001686;3.43319201469;2.9521420002;7.28312706947;3.84739494324;3.04517316818;2.87496209145;2.77122497559;775;511;120;1169;475;200;54;99
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3444750;2011608;7429034;5580053;15068472;6105314;152277;1027410;4.3535130024;3.40462303162;2.82694911957;9.19084596634;3.69088292122;3.11295795441;2.78378105164;2.7974190712;565;802;140;1355;461;238;65;102
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3464157;2039454;7200556;5686632;15646263;6341860;141835;1027959;3.75952601433;3.53684902191;2.91011214256;9.08578395844;3.43518590927;3.17549300194;2.88760519028;2.96218299866;401;558;123;1375;388;237;61;173
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3502470;2014621;7408941;5683941;15244606;5959770;142714;1039348;3.92124795914;4.12705612183;2.89494895935;9.30879998207;4.00016307831;3.25968194008;2.77179408073;3.01037597656;466;706;75;1383;565;306;54;123
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3389139;2037971;7209097;5553125;15225405;6289366;142744;1051357;4.58499789238;2.96027803421;2.92447185516;9.57439303398;3.78447508812;3.25422596931;2.82233595848;2.17034482956;630;641;98;1445;487;286;98;152
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3429921;2052782;7217606;5580753;15170189;6021570;138463;1036601;4.84846401215;3.09148812294;2.96628212929;8.67197203636;3.82886815071;3.19560885429;3.02527308464;1.87885499001;718;633;104;1269;493;325;109;138
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3406715;2010952;7427527;5523718;15000416;6161018;140682;1050910;3.92951703072;3.84444499016;2.76085996628;8.75322699547;3.88145184517;2.98144316673;3.13738799095;2.79391884804;701;724;84;1292;463;203;81;101
28536548;33439101;13437654;134792339;83873134;16801647;558778;8670796;3418819;1950293;7417174;5544187;15443105;6480433;140729;1013295;4.38066506386;3.36384105682;2.86546707153;9.47832679749;3.10840296745;3.13201808929;1.72163295746;2.940928936;554;781;109;1432;541;243;44;153
